book_rating,book_title,kindle_price
4.8 out of 5 stars,"Capitalízate Con Bienes Raíces: La Estrategia Maestra para Invertir en Bienes Raíces sin utilizar tu crédito, dinero y experiencia (Spanish Edition)",$0.99
4.6 out of 5 stars,"The Christmas Letters: A heartwarming, feel-good holiday romance",$0.00
4.6 out of 5 stars,Drakkar (Seven Brides for Seven Alien Brothers Book 4),$0.00
4.5 out of 5 stars,The Mountain in the Sea: A Novel,$14.99
4.5 out of 5 stars,The Librarian of Crooked Lane (The Glass Library Book 1),$3.99
4.5 out of 5 stars,Order of Battle (Command and Control Book 3),$0.00
4.6 out of 5 stars,Without Fail (Jack Reacher Book 6),$9.99
4.6 out of 5 stars,Mile High (Windy City Series Book 1),$0.00
4.7 out of 5 stars,All the Devils Are Here: A Novel (Chief Inspector Gamache Novel Book 16),$9.99
4.5 out of 5 stars,The Venice Sketchbook: A Novel,$0.00
4.5 out of 5 stars,Chosen By A Sinner (The Sinners Series),$0.00
4.8 out of 5 stars,The Left Behind Collection,$32.99
4.0 out of 5 stars,The Cellist: A Novel (Gabriel Allon Book 21),$9.99
4.8 out of 5 stars,Born a Crime: Stories from a South African Childhood,$9.99
4.6 out of 5 stars,The Last Green Valley: A Novel,$0.00
4.4 out of 5 stars,Carnegie's Maid: A Novel,$7.57
4.5 out of 5 stars,One with You (Crossfire Series Book 5),$11.99
4.3 out of 5 stars,Everything I Never Told You: A Novel,$11.99
4.6 out of 5 stars,Nantucket Jubilee (A Nantucket Sunset Series Book 3),$3.99
4.4 out of 5 stars,Downburst (Rachel Hatch Book 2),$0.00
4.5 out of 5 stars,Beautiful: A Novel,$14.99
4.7 out of 5 stars,"They're Lying: The Media, The Left, and The Death of George Floyd",$14.99
4.5 out of 5 stars,Children of Time,$9.99
4.4 out of 5 stars,The Southern Criminal: An Epic Legal Thriller (Joe Hennessy Legal Thriller Series Book 2),$0.00
4.7 out of 5 stars,The Wicked King (The Folk of the Air Book 2),$12.99
4.3 out of 5 stars,Every Last Secret,$0.00
4.3 out of 5 stars,Deadly Illusion: A Suspenseful Standalone (Secrets and the City Book 1),$0.00
4.5 out of 5 stars,The Duke Alone,$0.00
4.8 out of 5 stars,Don't Fight The Feeling (The Berotte Family Book 7),$0.00
4.5 out of 5 stars,Mary Jane: A Novel,$11.99
4.6 out of 5 stars,The Plot and the Pendulum (A Library Lover's Mystery Book 13),$14.99
4.4 out of 5 stars,Jacqueline in Paris: A Novel,$14.99
4.3 out of 5 stars,Want to Know a Secret?: A jaw-dropping psychological suspense thriller,$0.00
4.7 out of 5 stars,Hate Machine (Eric Carter Book 8),$12.99
4.6 out of 5 stars,Watch Her Disappear: A totally gripping crime thriller packed with mystery and suspense (Detective Josie Quinn Book 14),$4.99
3.7 out of 5 stars,Twins for the Mafia Boss: A Secret Baby Mafia Romance,$0.00
4.6 out of 5 stars,Honor,$0.00
4.7 out of 5 stars,The Well of Hell: Alex Hunter 10,$8.99
4.6 out of 5 stars,Narco Assassins: A David Rivers Thriller (Shadow Strike Book 4),$0.00
4.3 out of 5 stars,Do You Remember?: A gripping psychological thriller,$0.00
4.5 out of 5 stars,And Then There Were None,$8.99
4.8 out of 5 stars,Michael Vey 8: The Parasite,$10.99
4.3 out of 5 stars,Holidays in Virgin River: Romance Stories for the Holidays (A Virgin River Novel),$9.99
4.5 out of 5 stars,Trapper Road: A Stillhouse Lake Novel,$0.00
4.7 out of 5 stars,Vicious Souls (Saints Academy Book 3),$0.00
4.5 out of 5 stars,Running Blind (Jack Reacher Book 4),$9.99
4.2 out of 5 stars,Halloween Party Murder (Juniper Holiday Cozy Mystery Book 1),$3.99
4.6 out of 5 stars,The Island of Sea Women: A Novel,$0.00
4.3 out of 5 stars,The Secret Witness (Shepard & Gray Book 1),$0.00
4.7 out of 5 stars,The Unlucky Girl (Blake Wilder FBI Mystery Thriller Book 14),$0.00
4.3 out of 5 stars,One of Us Is Dead,$8.99
4.7 out of 5 stars,The Revenge: An Insiders Novel (The Insiders Book 3),$6.99
4.5 out of 5 stars,My Brother's Best Friends: A Contemporary Reverse Harem Romance,$0.00
4.5 out of 5 stars,Walk the Wire (Amos Decker Book 6),$9.99
4.7 out of 5 stars,Greenlights,$13.99
4.7 out of 5 stars,The Letter Keeper (A Murphy Shepherd Novel Book 2),$9.99
4.5 out of 5 stars,Carnal Urges (Queens & Monsters Book 2),$0.00
4.6 out of 5 stars,Her Frozen Heart: A nail-biting and heart-pounding crime thriller (Nikki Hunt Book 6),$3.99
4.6 out of 5 stars,Coen: A Pittsburgh Titans Novel,$5.99
4.6 out of 5 stars,The Girl in the Front Row,$0.00
4.7 out of 5 stars,Echoes Of Eternity (The Horus Heresy: Siege of Terra Book 7),$16.99
4.5 out of 5 stars,Wait With Me,$0.00
4.6 out of 5 stars,Home Front: A Novel,$0.00
4.8 out of 5 stars,Werepanther 8: Paranormal Hunter,$0.00
4.8 out of 5 stars,"Sea of Monsters, The (Percy Jackson and the Olympians, Book 2)",$6.99
4.8 out of 5 stars,"The Blood of Olympus (The Heroes of Olympus, Book 5)",$7.99
4.8 out of 5 stars,Lonesome Dove: A Novel,$16.99
4.3 out of 5 stars,"The Persuaders: At the Front Lines of the Fight for Hearts, Minds, and Democracy",$14.99
4.6 out of 5 stars,Lord of Gold and Glory: A Steamy Fae Fantasy Romance (Fae Isles Book 2),$0.00
4.6 out of 5 stars,The Accidental Queen: A Midlife Fairy Tale,$4.99
4.6 out of 5 stars,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,$12.99
4.7 out of 5 stars,What My Bones Know: A Memoir of Healing from Complex Trauma,$13.99
4.7 out of 5 stars,"If It Bleeds: Mr. Harrigan's Phone, The Life of Chuck, Rat",$9.99
4.8 out of 5 stars,Reaper (Cradle Book 10),$0.00
4.6 out of 5 stars,Summoner School 3: A Reverse Portal Fantasy,$0.00
4.5 out of 5 stars,The Giant Awakens (The After Dunkirk Series Book 4),$0.00
4.5 out of 5 stars,Under the Banner of Heaven: A Story of Violent Faith,$13.99
4.7 out of 5 stars,Golden Son (Red Rising Series Book 2),$9.99
4.7 out of 5 stars,The World of the End: How Jesus' Prophecy Shapes Our Priorities,$14.99
4.3 out of 5 stars,The Poppy War: A Novel,$12.99
4.6 out of 5 stars,Untamed,$14.99
4.1 out of 5 stars,Promises and Pomegranates (Monsters & Muses Book 1),$0.00
4.6 out of 5 stars,Children of Dune,$9.99
4.5 out of 5 stars,Daughter of the Dawn: A totally gripping WWII historical novel with a heartbreaking and unforgettable ending (Margarete's Journey Book 4),$3.99
4.7 out of 5 stars,Doctor Untouchable: An Enemies to Lovers Romance (Boston's Billionaire Bachelors Book 5),$0.00
4.4 out of 5 stars,A Memory Called Empire (Teixcalaan Book 1),$12.99
4.5 out of 5 stars,Love and Kerosene,$0.00
4.8 out of 5 stars,"An Echo in the Bone: A Novel (Outlander, Book 7)",$9.99
4.8 out of 5 stars,The Judge's Daughter (Raine Stockton Dog Mysteries Book 15),$8.99
4.8 out of 5 stars,"Fifty Shades as Told by Christian Trilogy: Grey, Darker, Freed Box Set",$16.19
4.8 out of 5 stars,"Written in My Own Heart's Blood: A Novel (Outlander, Book 8)",$9.99
4.7 out of 5 stars,Germination: A Fantasy LitRPG Adventure (Battle Mage Farmer Book 2),$0.00
4.7 out of 5 stars,Things That Matter: Overcoming Distraction to Pursue a More Meaningful Life,$13.99
4.5 out of 5 stars,Ruthless Games: The Complete Series,$0.00
4.5 out of 5 stars,Athica Lane: The Carpino Series,$0.00
4.4 out of 5 stars,The Beekeeper of Aleppo: A Novel,$8.99
4.5 out of 5 stars,Pimiko and the Uncharted Island (Amaranthine Saga Book 6),$6.99
4.6 out of 5 stars,Look Alive Twenty-Five: A Stephanie Plum Novel,$9.99
4.8 out of 5 stars,Morning Star (Red Rising Series Book 3),$12.99
4.6 out of 5 stars,The Parkers' Fall In Love Box Set,$0.00
4.7 out of 5 stars,Six of Crows,$9.99
4.2 out of 5 stars,Normal People: A Novel,$12.99
4.5 out of 5 stars,Memory Man (Amos Decker Book 1),$9.99
4.7 out of 5 stars,After (The After Series Book 1),$12.99
4.8 out of 5 stars,A Great Reckoning: A Novel (Chief Inspector Gamache Novel Book 12),$9.99
4.6 out of 5 stars,The Lion's Game (John Corey Book 2),$0.00
4.5 out of 5 stars,"A Dance with Dragons (A Song of Ice and Fire, Book 5)",$9.99
4.6 out of 5 stars,Mine To Cherish (Southern Wedding Book 3) (Southern Weddings),$4.99
4.4 out of 5 stars,The Singing Trees: A Novel,$0.00
4.6 out of 5 stars,The Enemy: A Jack Reacher Novel,$9.99
4.4 out of 5 stars,The Girl in the Castle,$9.99
4.6 out of 5 stars,The Last Second Chance: A Small Town Love Story (Blue Moon Book 3),$0.00
4.6 out of 5 stars,The Trouble with Whiskey: Dare Whiskey (The Whiskeys: Dark Knights at Redemption Ranch Book 1),$5.99
4.5 out of 5 stars,The Target (Spy Thriller Book 3),$0.00
3.8 out of 5 stars,The Billionaire's Baby (Seduced by the Billionaire Book 3),$0.00
4.4 out of 5 stars,The Breach: The Untold Story of the Investigation into January 6th,$14.99
4.6 out of 5 stars,Better Man (Lesser Book 2),$0.00
4.6 out of 5 stars,Abaddon's Gate (The Expanse Book 3),$9.99
4.3 out of 5 stars,The Haunting of Hill House (Penguin Classics),$12.99
4.2 out of 5 stars,The Last Monument,$0.00
3.8 out of 5 stars,Real Bad Things,$0.00
4.7 out of 5 stars,Greyson (R.I.S.C. Charlie Team Book 3),$4.99
4.8 out of 5 stars,Hell's March (Artillerymen Book 2),$14.99
4.7 out of 5 stars,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",$13.99
4.2 out of 5 stars,In It Together: The Beautiful Struggle Uniting Us All,$2.99
4.7 out of 5 stars,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,$9.99
4.6 out of 5 stars,Kingdom of Bones: A Thriller (Sigma Force Novels Book 16),$14.99
4.7 out of 5 stars,REEDY: One-Hundred-Seventeenth in a Series of Jess Williams Westerns (A Jess Williams Western Book 117),$3.99
4.6 out of 5 stars,Here Lie the Dead: A Scottish Crime Thriller (DCI Logan Crime Thrillers Book 15),$0.00
4.8 out of 5 stars,How the Light Gets In: A Chief Inspector Gamache Novel (A Chief Inspector Gamache Mystery Book 9),$11.99
4.8 out of 5 stars,Becoming Supernatural: How Common People are Doing the Uncommon,$9.99
4.6 out of 5 stars,Wild Blood: A Coastal Caribbean Adventure (Tyson Wild Thriller Book 46),$0.00
4.7 out of 5 stars,Christmas on the Island: Compass Key Book 6,$0.00
4.4 out of 5 stars,A Monster's Treasure: A Sci Fi Alien Romance (Kadrixan Mates Book 1),$0.00
4.5 out of 5 stars,The One Hundred Years of Lenni and Margot: A Novel,$11.99
4.3 out of 5 stars,Chrysalis: A Thriller (Jeremy Logan Series Book 6),$13.99
4.6 out of 5 stars,"Thinking, Fast and Slow",$0.00
4.4 out of 5 stars,Kingfall (The Kingfall Histories Book 1),$0.00
4.4 out of 5 stars,Wretched (Never After Series),$0.00
4.3 out of 5 stars,Without Merit: A Novel,$11.99
4.9 out of 5 stars,By Way of Deception (A Nir Tavor Mossad Thriller),$9.99
4.8 out of 5 stars,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones (A Song of Ice and Fire),$19.99
4.7 out of 5 stars,Storm Echo (Psy-Changeling Trinity Book 6),$14.99
4.6 out of 5 stars,The Cruelest Month: A Chief Inspector Gamache Novel (A Chief Inspector Gamache Mystery Book 3),$0.00
4.5 out of 5 stars,The Patient's Secret: A Novel,$0.00
4.6 out of 5 stars,Babylon's Ashes (The Expanse Book 6),$11.99
4.4 out of 5 stars,The Good Lie,$0.00
4.5 out of 5 stars,Rescue Instinct (Cerberus Tactical K9 Book 5),$0.00
4.6 out of 5 stars,Waxing On: The Karate Kid and Me,$14.99
4.6 out of 5 stars,Kill Switch (Devil's Night Book 3),$0.00
4.5 out of 5 stars,Don't Let Me Go,$4.99
4.5 out of 5 stars,The Fettered King (Border Knight Book 13),$5.49
4.6 out of 5 stars,"Shadow of Night: A Novel (All Souls Trilogy, Book 2)",$12.99
4.1 out of 5 stars,The Maidens: A Novel,$11.99
4.6 out of 5 stars,Killer Style (Stella Knox FBI Mystery Series Book 2),$0.00
4.2 out of 5 stars,Mexican Gothic,$13.99
4.5 out of 5 stars,Sunsets & Second Chances (South Carolina Sunsets Book 2),$4.99
4.7 out of 5 stars,11/22/63: A Novel,$11.99
4.8 out of 5 stars,Reverse (The Bittersweet Symphony Duet Book 2),$0.00
4.6 out of 5 stars,The Night Fire (Renée Ballard Book 3),$9.99
3.8 out of 5 stars,The School for Good Mothers: A Novel,$12.99
4.5 out of 5 stars,Echo Burning (Jack Reacher Book 5),$9.99
4.5 out of 5 stars,Sooley: A Novel,$9.99
4.1 out of 5 stars,Schooled: A Novel,$0.00
4.6 out of 5 stars,The Lost Elemental: A Paranormal Reverse Harem Romance (Royals of Kingwood Academy Book 1),$0.00
4.5 out of 5 stars,"Master of Furies: Book Three of the Firemane Saga (Firemane Saga, The 3)",$14.99
4.4 out of 5 stars,Backyard Starship,$0.00
4.5 out of 5 stars,The Girls in the Stilt House: A Novel,$9.00
4.8 out of 5 stars,Trouble with the Cursed (Hollows Book 16),$14.99
4.5 out of 5 stars,Death God (Monsters After Dark Book 3),$0.00
4.7 out of 5 stars,A Trick of the Light: A Chief Inspector Gamache Novel (A Chief Inspector Gamache Mystery Book 7),$11.99
4.6 out of 5 stars,Daughter of Darkness (Viridian Deep Book 2),$14.99
4.8 out of 5 stars,"Stamp: Time Served MC, Book 10 (Tenillo Guardians TSMC)",$0.00
4.8 out of 5 stars,Guardian in the Keys: A Logan Dodge Adventure (Florida Keys Adventure Series Book 16),$0.00
4.8 out of 5 stars,Tiamat's Wrath (The Expanse Book 8),$11.99
4.6 out of 5 stars,Blood Orange: A dark & spicy gothic romance (The Dracula Duet Book 1),$0.00
4.5 out of 5 stars,"Diana, William, and Harry: The Heartbreaking Story of a Princess and Mother",$14.99
4.6 out of 5 stars,One Minute Out (Gray Man Book 9),$9.99
4.6 out of 5 stars,Her Final Breath (Tracy Crosswhite Book 2),$0.00
4.6 out of 5 stars,Golden Darkness (Shattered Stars Book 12),$4.99
4.5 out of 5 stars,Little Secrets: A Novel,$9.99
4.3 out of 5 stars,Finding You: A small-town brother's best friend romance (Chikalu Falls Book 1),$0.00
4.4 out of 5 stars,This Girl: A Novel (Slammed Book 3),$10.99
4.3 out of 5 stars,The Recovery Agent: A Novel (Gabriela Rose Book 1),$14.99
4.8 out of 5 stars,Tranquility by Tuesday: 9 Ways to Calm the Chaos and Make Time for What Matters,$15.99
4.4 out of 5 stars,Corrupt (Devil's Night Book 1),$0.00
5.0 out of 5 stars,The Scheme: How the Right Wing Used Dark Money to Capture the Supreme Court,$15.39
4.5 out of 5 stars,Daughter of No Worlds (The War of Lost Hearts Book 1),$0.00
4.6 out of 5 stars,Leonardo da Vinci,$14.99
4.7 out of 5 stars,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,$13.99
4.3 out of 5 stars,Pumpkin Spice and Not So Nice,$0.00
4.4 out of 5 stars,The Next 365 Days: A Novel,$13.99
4.7 out of 5 stars,"Fast. Feast. Repeat.: The Comprehensive Guide to Delay, Don't Deny® Intermittent Fasting--Including the 28-Day FAST Start",$10.99
4.8 out of 5 stars,"Dragonfly In Amber (Outlander, Book 2)",$7.99
4.3 out of 5 stars,Eversion,$9.99
4.8 out of 5 stars,Living Untethered: Beyond the Human Predicament,$9.99
4.5 out of 5 stars,Once Upon a Broken Heart,$10.99
4.7 out of 5 stars,Dangerous Encounter : A Romantic Suspense Novel (TAKEBACK Book 4),$4.99
4.6 out of 5 stars,The Black Echo: A Novel (A Harry Bosch Novel Book 1),$9.99
4.8 out of 5 stars,Kuma Kuma Kuma Bear (Light Novel) Vol. 12,$9.99
4.4 out of 5 stars,Termination Shock: A Novel,$16.99
4.5 out of 5 stars,Loathed: Lagan (The Foster Brothers Book 3),$0.00
4.2 out of 5 stars,The Forgotten Empire: The Fall of the Confederation: Book 8,$0.00
4.3 out of 5 stars,Breathless: The Scientific Race to Defeat a Deadly Virus,$14.99
4.2 out of 5 stars,The Cuckoo's Calling (Cormoran Strike Book 1),$0.00
4.3 out of 5 stars,A Deal with the Elf King (Married to Magic),$0.00
4.5 out of 5 stars,One Good Deed (An Archer Novel Book 1),$9.99
4.7 out of 5 stars,The Martyr (The Covenant of Steel Book 2),$9.99
4.3 out of 5 stars,The Starless Crown (Moonfall Book 1),$14.99
4.6 out of 5 stars,The Sleeper (Spy Thriller Book 4),$0.00
4.7 out of 5 stars,Build: An Unorthodox Guide to Making Things Worth Making,$16.99
4.5 out of 5 stars,The Law of Innocence (A Lincoln Lawyer Novel Book 6),$9.99
4.6 out of 5 stars,A Rule Against Murder: A Chief Inspector Gamache Novel (A Chief Inspector Gamache Mystery Book 4),$0.00
4.4 out of 5 stars,A Kingdom of Stars and Shadows,$0.00
4.4 out of 5 stars,Ruled By The Alpha: A Dystopian Omegaverse Anthology,$4.99
4.4 out of 5 stars,The Last Sister (Columbia River Book 1),$0.00
4.7 out of 5 stars,Persepolis Rising (The Expanse Book 7),$11.99
4.5 out of 5 stars,A Touch of Darkness (Hades X Persephone Book 1),$5.99
4.3 out of 5 stars,The Southern Book Club's Guide to Slaying Vampires: A Novel,$9.99
4.7 out of 5 stars,(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide,$42.00
4.6 out of 5 stars,The Shadow of the Gods (The Bloodsworn Trilogy Book 1),$9.99
4.5 out of 5 stars,The Mirror & the Light: A Novel (Wolf Hall Trilogy Book 3),$11.99
4.5 out of 5 stars,The Hating Game: A Novel,$11.49
4.4 out of 5 stars,Overboard: A Novel (V.I. Warshawski Novels Book 22),$14.99
4.7 out of 5 stars,Unmasking Autism: Discovering the New Faces of Neurodiversity,$12.99
4.3 out of 5 stars,The Intruder: A gripping psychological thriller with a twist you won't see coming,$0.00
4.7 out of 5 stars,The Assassin's Blade: The Throne of Glass Novellas (Throne Of Glass Series),$6.71
4.5 out of 5 stars,This Is How It Always Is: A Novel,$0.00
4.2 out of 5 stars,One of the Girls,$14.99
4.8 out of 5 stars,The Hitwoman Gets Her Man: A Comical Crime Caper,$3.99
4.5 out of 5 stars,Sun Crossed (Zodiac Wolves Book 3),$0.00
4.7 out of 5 stars,Bridgerton Collection Volume 1: The First Three Books in the Bridgerton Series (Bridgertons),$19.99
4.7 out of 5 stars,Glass Houses: A Novel (Chief Inspector Gamache Novel Book 13),$9.99
4.6 out of 5 stars,Parable of the Sower,$10.99
4.7 out of 5 stars,A Better Man: A Chief Inspector Gamache Novel,$9.99
4.7 out of 5 stars,Midlife Magic Hunter (The Forty Proof Series Book 7),$0.00
4.3 out of 5 stars,Tender Is the Flesh,$12.99
4.6 out of 5 stars,The Best Is Yet to Come: A Novel,$13.99
4.5 out of 5 stars,Atlas Shrugged,$9.99
4.7 out of 5 stars,The Last Wish: Introducing the Witcher (The Witcher Saga Book 1),$7.99
4.5 out of 5 stars,The Legacy (Off-Campus Book 5),$5.99
4.3 out of 5 stars,Harlem Shuffle: A Novel,$12.99
4.6 out of 5 stars,Give Me Forever (The Beaumont Series: Next Generation Book 5),$0.00
4.4 out of 5 stars,Vanderbilt: The Rise and Fall of an American Dynasty,$14.49
4.6 out of 5 stars,The Dark Love Box Set: A Complete Billionaire Romance Series,$0.00
4.6 out of 5 stars,Legacy: A Novel,$11.99
4.3 out of 5 stars,Midnight's Children,$13.99
4.5 out of 5 stars,The Silence (Columbia River Book 2),$0.00
4.8 out of 5 stars,The Complete Wheel of Time,$163.85
4.5 out of 5 stars,Twisted Game (Filthy Wicked Psychos Book 1),$0.00
4.5 out of 5 stars,Bone Deep (Widow's Island Novella Book 9),$0.00
4.7 out of 5 stars,Cibola Burn (The Expanse Book 4),$9.99
4.8 out of 5 stars,"A Breath Of Snow And Ashes (Outlander, Book 6)",$9.99
4.8 out of 5 stars,"The Lost Hero (The Heroes of Olympus, Book 1)",$0.00
4.3 out of 5 stars,The Best of Friends,$0.00
4.4 out of 5 stars,Fever Burn (Rachel Hatch Book 3),$0.00
4.7 out of 5 stars,Personal Protection,$0.00
4.6 out of 5 stars,The Fifth Witness (A Lincoln Lawyer Novel Book 4),$9.99
4.8 out of 5 stars,My Beacon (Bewitched And Bewildered Book 13),$6.99
4.4 out of 5 stars,Iron Lake (20th Anniversary Edition): A Novel (Cork O'Connor Mystery Series Book 1),$9.99
4.8 out of 5 stars,We All Scream (A Two Broomsticks Gas & Grill Witch Cozy Mystery Book 6),$0.00
