cursor timestamp xpos ypos event xpath attrs extras
0 1532225255244 0 0 load / {} {}
0 1532225255396 494 636 mousemove //*[@id='rso']/div[3]/div {} {"topRight":918,"topLeft":607,"bottomRight":754,"bottomLeft":307,"middle":569,"inTarget":false}
0 1532225255548 488 731 mouseover //*[@id='rso']/div[3]/div/div[2]/div/div/div {} {"topRight":981,"topLeft":694,"bottomRight":756,"bottomLeft":302,"middle":618,"inTarget":false}
0 1532225255718 466 884 mousemove //*[@id='rso']/div[3]/div/div[4]/div/h3/a {} {"topRight":1100,"topLeft":843,"bottomRight":796,"bottomLeft":364,"middle":726,"inTarget":false}
0 1532225256076 0 0 blur / {} {}
0 1532225257842 0 0 focus / {} {}
0 1532225258246 0 0 blur / {} {}
0 1532225267192 0 0 focus / {} {}
0 1532225267742 543 163 mouseover //*[@id='rso']/div[1]/div/div/div/div[2] {} {"topRight":703,"topLeft":253,"bottomRight":894,"bottomLeft":607,"middle":535,"inTarget":false}
0 1532225267900 330 310 mousemove //*[@id='uid_1'] {} {"topRight":936,"topLeft":503,"bottomRight":1001,"bottomLeft":615,"middle":695,"inTarget":false}
0 1532225268060 330 321 mouseover //*[@id='uid_1'] {} {"topRight":939,"topLeft":508,"bottomRight":996,"bottomLeft":608,"middle":693,"inTarget":false}
0 1532225269728 0 428 mousemove //*[@id='rhscol'] {} {"topRight":1285,"topLeft":853,"bottomRight":1277,"bottomLeft":842,"middle":1017,"inTarget":false}
0 1532225269880 0 201 scroll / {} {}
0 1532225271546 0 343 scroll / {} {}
0 1532225271706 0 463 scroll / {} {}
0 1532225271866 0 569 scroll / {} {}
0 1532225272586 0 572 scroll / {} {}
0 1532225272746 0 672 scroll / {} {}
0 1532225272906 0 788 scroll / {} {}
0 1532225273572 0 797 scroll / {} {}
0 1532225273732 0 321 scroll / {} {}
0 1532225273958 0 541 mouseover //*[@id='rhscol'] {} {"topRight":1318,"topLeft":902,"bottomRight":1257,"bottomLeft":810,"middle":1025,"inTarget":false}
0 1532225274118 0 29 scroll / {} {}
0 1532225275736 4 426 mousemove //*[@id='rhscol'] {} {"topRight":1281,"topLeft":849,"bottomRight":1274,"bottomLeft":838,"middle":1013,"inTarget":false}
0 1532225275888 363 167 mouseover //*[@id='rso']/div[1]/div/div/div/div[2] {} {"topRight":883,"topLeft":431,"bottomRight":1039,"bottomLeft":697,"middle":698,"inTarget":false}
0 1532225276110 399 140 mousemove //*[@id='rso']/div[1]/div/div/div/div[1]/cite/b[2] {} {"topRight":846,"topLeft":392,"bottomRight":1024,"bottomLeft":698,"middle":675,"inTarget":false}
0 1532225276274 413 124 mousemove //*[@id='rso']/div[1]/div/h3/a {} {"topRight":831,"topLeft":377,"bottomRight":1021,"bottomLeft":704,"middle":669,"inTarget":false}
0 1532225278124 413 123 mousemove //*[@id='rso']/div[1]/div/h3/a {} {"topRight":831,"topLeft":377,"bottomRight":1022,"bottomLeft":704,"middle":670,"inTarget":false}
0 1532225278296 408 134 mouseover //*[@id='rso']/div[1]/div/h3/a {} {"topRight":836,"topLeft":383,"bottomRight":1020,"bottomLeft":698,"middle":669,"inTarget":false}
0 1532225278474 406 134 mouseover //*[@id='rso']/div[1]/div/h3/a {} {"topRight":838,"topLeft":385,"bottomRight":1021,"bottomLeft":699,"middle":671,"inTarget":false}
0 1532225281256 412 129 mousedown //*[@id='rso']/div[1]/div/h3/a {} {"topRight":832,"topLeft":379,"bottomRight":1019,"bottomLeft":700,"middle":668,"inTarget":false}
0 1532225281416 412 129 mouseup //*[@id='rso']/div[1]/div/h3/a {} {"topRight":832,"topLeft":379,"bottomRight":1019,"bottomLeft":700,"middle":668,"inTarget":false}
0 1532225281418 0 0 beforeunload / {} {}
0 1532225281424 412 129 click //*[@id='rso']/div[1]/div/h3/a {} {"topRight":832,"topLeft":379,"bottomRight":1019,"bottomLeft":700,"middle":668,"inTarget":false}
0 1532225281574 458 49 mouseover //*[@id='tsf']/div[2]/div[2] {} {"topRight":788,"topLeft":337,"bottomRight":1032,"bottomLeft":747,"middle":667,"inTarget":false}
0 1532225281686 0 0 unload / {} {}
