cursor timestamp xpos ypos event xpath attrs extras
0 1532317799260 0 0 focus / {} {}
0 1532317799261 0 0 load / {} {}
0 1532317799455 346 376 mousemove //*[@id='rso']/div[1]/div/div/div/div[1] {} {"topRight":479,"topLeft":347,"bottomRight":400,"bottomLeft":225,"middle":186,"inTarget":false}
0 1532317799607 354 374 mousemove //*[@id='rso']/div[1]/div/div/div/div[1] {} {"topRight":472,"topLeft":351,"bottomRight":392,"bottomLeft":233,"middle":181,"inTarget":false}
0 1532317799759 378 368 mousemove //*[@id='rso']/div[1]/div/div/div/div[1] {} {"topRight":448,"topLeft":362,"bottomRight":367,"bottomLeft":255,"middle":166,"inTarget":false}
0 1532317799911 518 339 mousemove //*[@id='rso']/div[1]/div/h3 {} {"topRight":323,"topLeft":454,"bottomRight":225,"bottomLeft":391,"middle":151,"inTarget":false}
0 1532317800061 809 276 mousemove //*[@id='rcnt'] {} {"topRight":183,"topLeft":702,"bottomRight":80,"bottomLeft":682,"middle":379,"inTarget":false}
0 1532317800214 1097 229 mousemove //*[@id='rcnt'] {} {"topRight":376,"topLeft":977,"bottomRight":366,"bottomLeft":973,"middle":662,"inTarget":false}
0 1532317800366 1303 183 mousemove /html {} {"topRight":566,"topLeft":1178,"bottomRight":577,"bottomLeft":1183,"middle":869,"inTarget":false}
0 1532317800518 1301 168 mousemove /html {} {"topRight":562,"topLeft":1175,"bottomRight":579,"bottomLeft":1183,"middle":867,"inTarget":false}
0 1532317800686 1300 167 mousemove /html {} {"topRight":561,"topLeft":1174,"bottomRight":578,"bottomLeft":1182,"middle":866,"inTarget":false}
0 1532317800952 1303 162 mousedown / {} {"topRight":564,"topLeft":1176,"bottomRight":583,"bottomLeft":1185,"middle":869,"inTarget":false}
0 1532317801200 0 0 scroll / {} {}
0 1532317801353 0 0 scroll / {} {}
0 1532317801948 0 0 scroll / {} {}
0 1532317802104 0 0 scroll / {} {}
0 1532317802270 0 0 scroll / {} {}
0 1532317802435 0 0 scroll / {} {}
0 1532317803020 0 0 scroll / {} {}
0 1532317803568 0 0 scroll / {} {}
0 1532317803724 0 0 scroll / {} {}
0 1532317803887 0 0 scroll / {} {}
0 1532317804053 0 0 scroll / {} {}
0 1532317806229 0 0 scroll / {} {}
0 1532317806386 0 0 scroll / {} {}
0 1532317806551 0 0 scroll / {} {}
0 1532317806591 1281 578 mouseup / {} {"topRight":716,"topLeft":1246,"bottomRight":598,"bottomLeft":1182,"middle":922,"inTarget":false}
0 1532317806744 877 375 mousemove //*[@id='rcnt'] {} {"topRight":301,"topLeft":796,"bottomRight":146,"bottomLeft":751,"middle":471,"inTarget":false}
0 1532317806895 827 340 mousemove //*[@id='rcnt'] {} {"topRight":249,"topLeft":737,"bottomRight":88,"bottomLeft":699,"middle":412,"inTarget":false}
0 1532317807555 0 0 blur / {} {}
0 1532317807627 0 0 focus / {} {}
0 1532317807694 0 0 blur / {} {}
0 1532317814788 0 0 focus / {} {}
0 1532317815217 739 325 mousemove //*[@id='tvcap'] {} {"topRight":219,"topLeft":649,"bottomRight":7,"bottomLeft":611,"middle":324,"inTarget":false}
0 1532317815367 597 377 mousemove //*[@id='rso']/div[1]/div/div/div/div[1] {} {"topRight":307,"topLeft":542,"bottomRight":156,"bottomLeft":473,"middle":231,"inTarget":false}
0 1532317815519 480 479 mousemove //*[@id='rso']/div[2]/div/div/div[1]/div[2]/div[1]/div {} {"topRight":456,"topLeft":513,"bottomRight":307,"bottomLeft":387,"middle":270,"inTarget":false}
0 1532317815676 393 588 mousemove //*[@id='nmtbi6'] {} {"topRight":595,"topLeft":550,"bottomRight":441,"bottomLeft":378,"middle":378,"inTarget":false}
0 1532317815832 362 615 mousemove //*[@id='nmtbi6'] {} {"topRight":635,"topLeft":560,"bottomRight":482,"bottomLeft":377,"middle":409,"inTarget":false}
0 1532317815984 320 664 mousemove //*[@id='rso'] {} {"topRight":700,"topLeft":590,"bottomRight":545,"bottomLeft":395,"middle":466,"inTarget":false}
0 1532317816186 311 673 mousemove //*[@id='rso'] {} {"topRight":712,"topLeft":596,"bottomRight":558,"bottomLeft":399,"middle":477,"inTarget":false}
