      country  ad_position  ad_type  ad_category  serp_id  query          log_id  time_spent  doc_width  doc_height    0    1    2    3    4    5    6    7    8          0      1      2        3      4      5       6      7      8
0         0.0          0.0      0.0          0.0      0.0    0.0  20181002033126        96.0     1366.0      2064.0  0.0  0.0  0.0  1.0  0.0  0.0  3.0  0.0  0.0       96.0    0.0    0.0     95.0    0.0    0.0    92.0    0.0    0.0
1         1.0          1.0      0.0          1.0      1.0    1.0  20181001211223        18.0     1366.0      1611.0  0.0  0.0  0.0  3.0  0.0  0.0  1.0  0.0  0.0       18.0    0.0    0.0     16.0    0.0    0.0    18.0    0.0    0.0
2         1.0          0.0      1.0          1.0      2.0    2.0  20181001170952        54.0     1366.0      2284.0  0.0  1.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       54.0   53.0    0.0     43.0   52.0    0.0     0.0    0.0    0.0
3         1.0          1.0      0.0          1.0      2.0    2.0  20181001140754        56.0     1070.0      1897.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       53.0    0.0    0.0     56.0    0.0    0.0     0.0    0.0    0.0
4         1.0          0.0      1.0          2.0      3.0    3.0  20181001132434         7.0     1280.0      1521.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      4.0    0.0    0.0     0.0    0.0    0.0
5         2.0          0.0      1.0          3.0      4.0    4.0  20180831150341        74.0     1440.0      1780.0  0.0  1.0  0.0  5.0  5.0  0.0  5.0  5.0  0.0       74.0   74.0    0.0     49.0   70.0    0.0    33.0   69.0    0.0
6         3.0          0.0      1.0          3.0      4.0    4.0  20180831064854       540.0     1366.0      1791.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0      540.0    0.0    0.0    538.0    0.0    0.0     0.0    0.0    0.0
7         4.0          0.0      0.0          4.0      5.0    5.0  20180723143953        64.0     1440.0      2113.0  0.0  0.0  1.0  3.0  0.0  0.0  0.0  0.0  0.0       64.0   60.0   64.0     48.0    0.0    0.0     0.0    0.0    0.0
8         3.0          1.0      0.0          5.0      6.0    6.0  20180704231011        39.0     1280.0      1915.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       39.0    0.0    0.0     25.0    0.0    0.0     0.0    0.0    0.0
9         5.0          0.0      1.0          0.0      7.0    7.0  20180624190554        61.0     1600.0      2082.0  0.0  0.0  0.0  5.0  0.0  0.0  3.0  0.0  0.0       61.0    0.0    0.0     50.0    0.0    0.0    50.0    0.0    0.0
10        4.0          0.0      1.0          6.0      8.0    8.0  20180619212323        19.0     1366.0      1830.0  0.0  0.0  0.0  1.0  0.0  0.0  5.0  0.0  0.0       19.0    0.0    0.0     19.0    0.0    0.0    17.0    0.0    0.0
11        6.0          1.0      0.0          7.0      9.0    9.0  20180118225012       105.0     1120.0      1626.0  0.0  5.0  5.0  5.0  1.0  0.0  5.0  0.0  0.0      105.0   98.0   90.0     99.0  105.0    0.0     5.0    0.0    0.0
12        3.0          0.0      1.0          3.0     10.0   10.0  20170425141540        14.0     1259.0      1839.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       14.0    0.0    0.0     11.0    0.0    0.0     0.0    0.0    0.0
14        3.0          1.0      0.0          1.0     11.0   11.0  20170314151811        51.0     1920.0      1549.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       16.0    0.0    0.0     12.0    0.0    0.0     0.0    0.0    0.0
15        4.0          1.0      0.0          0.0     12.0   12.0  20170313184736        16.0     1360.0      1428.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      5.0    0.0    0.0     0.0    0.0    0.0
17        3.0          0.0      0.0          8.0     13.0   13.0  20170212221146         7.0     1920.0      2031.0  0.0  1.0  0.0  3.0  5.0  0.0  4.0  5.0  0.0       36.0   36.0    0.0     12.0   35.0    0.0    29.0   34.0    0.0
18        3.0          0.0      1.0          8.0     14.0   14.0  20161229181138         7.0     1920.0      1514.0  0.0  0.0  0.0  1.0  0.0  0.0  3.0  0.0  0.0       32.0    0.0    0.0     32.0    0.0    0.0    30.0    0.0    0.0
19        3.0          0.0      0.0          8.0     15.0   15.0  20161226022925        36.0     1366.0      1765.0  0.0  0.0  0.0  3.0  0.0  0.0  5.0  0.0  0.0      264.0    0.0    0.0     42.0    0.0    0.0    42.0    0.0    0.0
20        3.0          0.0      1.0          3.0     16.0   16.0  20161224015311        32.0     1920.0      1797.0  0.0  0.0  5.0  3.0  0.0  0.0  0.0  0.0  0.0       30.0    0.0   26.0     25.0    0.0    0.0     0.0    0.0    0.0
21        7.0          1.0      0.0          7.0     17.0   17.0  20181002100521       264.0     1440.0      1691.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        6.0    3.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
22        8.0          0.0      1.0          1.0     18.0   18.0  20181002051437        30.0     1600.0      1724.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       19.0    0.0    0.0     19.0    0.0    0.0     0.0    0.0    0.0
23        9.0          0.0      1.0          1.0     19.0   19.0  20181002004334         6.0     1920.0      1926.0  0.0  3.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0      325.0   34.0    0.0     33.0    0.0    0.0     0.0    0.0    0.0
24        1.0          0.0      1.0          0.0     20.0   20.0  20181001210136        19.0     1440.0      1634.0  0.0  3.0  0.0  3.0  5.0  5.0  5.0  0.0  0.0      141.0   98.0    0.0    100.0  100.0   96.0    94.0    0.0    0.0
25        1.0          0.0      0.0          8.0     21.0   21.0  20181001203338       325.0     1366.0      1680.0  0.0  1.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       43.0   41.0    0.0     34.0    0.0    0.0     0.0    0.0    0.0
26        8.0          1.0      0.0          1.0     11.0   11.0  20181001161008       141.0     1440.0      1549.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0      189.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
27        1.0          0.0      0.0          8.0     22.0   14.0  20181001160635        43.0     1024.0       600.0  0.0  0.0  0.0  5.0  5.0  0.0  2.0  5.0  5.0       35.0    0.0    0.0     32.0   22.0    0.0    31.0   30.0   28.0
28       10.0          1.0      0.0          7.0     23.0   22.0  20181001151929       189.0     1920.0      1599.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        6.0    0.0    0.0      6.0    0.0    0.0     0.0    0.0    0.0
29        3.0          1.0      0.0          1.0      2.0    2.0  20180623103801        35.0     1087.0      1927.0  0.0  5.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0       42.0   19.0    0.0      2.0    0.0    0.0    41.0    0.0    0.0
30        3.0          0.0      0.0          0.0     20.0   20.0  20180126104700         6.0     1280.0      1907.0  0.0  0.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       17.0    0.0    0.0     11.0    4.0    0.0     0.0    0.0    0.0
31        3.0          0.0      1.0          8.0     14.0   14.0  20170402223309        42.0     1920.0      1503.0  0.0  0.0  0.0  1.0  3.0  0.0  0.0  0.0  0.0       11.0    0.0    0.0     10.0    6.0    0.0     0.0    0.0    0.0
32        4.0          0.0      1.0          9.0     24.0   23.0  20170226193240        17.0     1920.0      1757.0  0.0  0.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       13.0    0.0    0.0      0.0    6.0    0.0     0.0    0.0    0.0
33        3.0          1.0      0.0         10.0     25.0   24.0  20170211003744        11.0     1280.0      1617.0  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0      197.0  195.0    0.0    164.0    0.0    0.0     0.0    0.0    0.0
34        3.0          0.0      0.0          9.0     24.0   23.0  20170210173101        13.0     1280.0      1963.0  0.0  0.0  5.0  0.0  3.0  5.0  0.0  0.0  0.0        7.0    5.0    5.0      0.0    4.0    6.0     0.0    0.0    0.0
35        3.0          1.0      0.0          7.0      9.0    9.0  20170208014109       197.0     1366.0      1943.0  0.0  0.0  0.0  3.0  0.0  0.0  5.0  0.0  0.0       27.0    0.0    0.0     21.0    0.0    0.0     1.0    0.0    0.0
37        3.0          0.0      1.0         11.0     26.0   25.0  20170205064337         7.0     1920.0      1875.0  0.0  1.0  0.0  5.0  5.0  5.0  3.0  5.0  0.0       31.0   30.0    0.0     24.0   30.0   24.0    29.0   29.0    0.0
38        3.0          0.0      0.0          0.0     27.0   26.0  20170203235351        27.0     1075.0      2091.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        9.0    0.0    0.0      5.0    0.0    0.0     0.0    0.0    0.0
40        3.0          1.0      0.0          8.0     28.0   27.0  20170201224632        36.0     1680.0      1744.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  5.0       33.0    0.0    0.0     29.0    0.0    0.0     6.0    0.0    5.0
41        3.0          0.0      0.0          0.0     27.0   26.0  20161225035255        31.0     1920.0      2058.0  0.0  0.0  0.0  3.0  5.0  0.0  5.0  5.0  5.0       57.0    0.0    0.0     56.0   55.0    0.0    50.0   55.0   55.0
42       11.0          0.0      1.0          1.0     29.0   28.0  20181002152141         9.0     1366.0      1806.0  0.0  0.0  0.0  5.0  5.0  0.0  5.0  0.0  0.0       38.0    0.0    0.0     32.0   35.0    0.0    32.0    0.0    0.0
43        1.0          1.0      0.0          0.0     30.0   29.0  20181002002039        95.0     1070.0      1719.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       17.0    0.0    0.0     14.0    0.0    0.0     0.0    0.0    0.0
44       12.0          0.0      1.0          3.0     31.0   30.0  20181001215102        33.0     1280.0      1796.0  0.0  0.0  0.0  5.0  5.0  0.0  4.0  0.0  5.0       59.0    0.0    0.0     50.0   52.0    0.0    51.0    0.0   52.0
45        1.0          1.0      0.0          5.0      6.0    6.0  20181001191043        57.0     1366.0      1915.0  0.0  5.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       32.0   14.0    0.0     32.0   25.0    0.0     0.0    0.0    0.0
46       13.0          1.0      0.0          1.0     19.0   19.0  20181001130826        38.0     1070.0      1539.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       26.0    0.0    0.0      6.0    0.0    0.0     0.0    0.0    0.0
47       14.0          0.0      0.0          0.0      0.0    0.0  20181001125328        17.0     1152.0      2033.0  0.0  0.0  0.0  3.0  0.0  0.0  5.0  0.0  0.0       57.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
48        6.0          0.0      1.0          3.0      4.0    4.0  20180831000203        59.0     1600.0      1770.0  0.0  0.0  0.0  5.0  0.0  0.0  3.0  0.0  0.0      104.0    0.0    0.0     94.0    0.0    0.0    93.0    0.0    0.0
49        3.0          1.0      0.0          8.0     32.0   15.0  20180721175933        32.0     1920.0      1744.0  0.0  0.0  1.0  0.0  0.0  5.0  5.0  5.0  5.0       10.0    0.0   10.0      0.0    0.0    9.0     0.0    2.0    9.0
50        3.0          0.0      0.0          0.0      0.0    0.0  20180713045140        26.0     1920.0      2033.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       58.0   26.0   25.0      0.0    0.0    0.0     0.0    0.0    0.0
52        4.0          0.0      1.0          1.0     11.0   11.0  20180512192118        57.0     1600.0      1936.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       21.0    0.0    0.0     20.0    0.0    0.0     0.0    0.0    0.0
53        3.0          0.0      1.0         11.0     26.0   25.0  20180511174907       104.0     1440.0      1862.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        6.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
54        6.0          0.0      0.0          0.0     33.0   31.0  20180126193708        10.0     1058.0      2113.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       22.0    0.0    0.0     21.0    0.0    0.0     0.0    0.0    0.0
55        4.0          0.0      0.0          0.0      0.0    0.0  20180119052148        58.0     1366.0      2066.0  0.0  0.0  0.0  3.0  0.0  0.0  5.0  0.0  0.0        9.0    0.0    0.0      8.0    0.0    0.0     7.0    0.0    0.0
56        3.0          0.0      1.0          5.0     34.0   32.0  20170408225651        32.0     1280.0      1893.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       47.0    0.0    0.0     46.0    0.0    0.0     0.0    0.0    0.0
57        3.0          0.0      0.0          8.0     21.0   21.0  20170407043355        21.0     1536.0      2046.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       18.0    0.0    0.0     17.0    0.0    0.0     0.0    0.0    0.0
58        3.0          0.0      1.0          0.0     33.0   31.0  20170315180855         6.0     1600.0      2064.0  0.0  0.0  0.0  5.0  0.0  0.0  3.0  0.0  0.0      115.0    0.0    0.0    109.0    0.0    0.0   106.0    0.0    0.0
59        3.0          0.0      0.0          0.0      0.0    0.0  20170220080626        22.0     1536.0      2030.0  0.0  5.0  0.0  5.0  5.0  0.0  3.0  4.0  4.0      180.0   47.0    0.0    174.0  137.0    0.0   174.0  140.0  149.0
60        3.0          0.0      1.0          5.0     35.0   33.0  20170214144956         9.0     1366.0      1891.0  0.0  0.0  0.0  5.0  3.0  3.0  0.0  0.0  0.0       10.0    0.0    0.0      7.0    0.0    1.0     0.0    0.0    0.0
61        3.0          1.0      0.0          1.0     18.0   18.0  20170212192213        47.0     1366.0      1625.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       15.0    0.0    0.0     14.0    0.0    0.0     0.0    0.0    0.0
62        3.0          0.0      0.0          0.0     20.0   20.0  20170210233458        18.0     1259.0      1896.0  5.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       18.0    0.0    0.0      3.0    0.0    0.0     0.0    0.0    0.0
63        3.0          0.0      1.0          0.0      7.0    7.0  20170201010825       115.0     1366.0      2098.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       36.0    0.0    0.0     33.0    0.0    0.0     0.0    0.0    0.0
64        3.0          1.0      0.0          1.0      2.0    2.0  20170131135638       180.0     1070.0      1897.0  0.0  0.0  0.0  3.0  0.0  0.0  5.0  0.0  0.0      102.0    0.0    0.0    100.0    0.0    0.0   100.0    0.0    0.0
66        3.0          0.0      0.0          0.0     36.0   34.0  20181002060144        10.0     1366.0      2111.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      4.0    0.0    0.0     0.0    0.0    0.0
67       15.0          0.0      0.0          0.0      0.0    0.0  20181002002858        15.0     1600.0      2033.0  0.0  1.0  0.0  3.0  5.0  3.0  3.0  0.0  0.0       22.0   22.0    0.0     11.0   21.0   17.0     8.0    0.0    0.0
68        1.0          1.0      0.0          0.0     30.0   29.0  20181002000710        18.0     1280.0      1566.0  0.0  1.0  3.0  3.0  3.0  5.0  0.0  0.0  0.0       42.0   42.0   10.0     38.0   38.0   28.0     0.0    0.0    0.0
69        1.0          0.0      1.0          3.0     31.0   30.0  20181001212147        36.0     1360.0      1796.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        8.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
70       16.0          0.0      0.0          0.0      0.0    0.0  20181001125133       102.0     1280.0      2033.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       56.0    0.0    0.0     51.0    0.0    0.0     0.0    0.0    0.0
72        3.0          1.0      0.0          3.0     31.0   30.0  20180913151612        52.0     1366.0      1666.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       19.0    9.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
73       17.0          0.0      1.0          1.0      1.0    1.0  20180813165437         7.0     1366.0      1813.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       17.0    0.0    0.0     16.0    0.0    0.0     0.0    0.0    0.0
74        4.0          1.0      0.0          8.0     28.0   27.0  20180716184403        22.0     1366.0      1744.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       24.0    0.0    0.0     23.0    0.0    0.0     0.0    0.0    0.0
75        6.0          0.0      0.0          8.0     37.0   27.0  20180626145318        42.0     1366.0       768.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        8.0    0.0    0.0      6.0    0.0    0.0     0.0    0.0    0.0
76        4.0          0.0      1.0          5.0      6.0    6.0  20170308150132         8.0     1360.0      2079.0  0.0  5.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        7.0    2.0    0.0      6.0    0.0    0.0     0.0    0.0    0.0
77        3.0          0.0      1.0          0.0     27.0   26.0  20170212160822        56.0     1440.0      1768.0  0.0  0.0  0.0  1.0  1.0  0.0  0.0  0.0  0.0       65.0   59.0    0.0     65.0   59.0    0.0     0.0    0.0    0.0
78        3.0          1.0      0.0          0.0     30.0   29.0  20170210202843        28.0     1366.0      1566.0  0.0  5.0  0.0  5.0  5.0  5.0  0.0  0.0  0.0      114.0  113.0    0.0    112.0  113.0   87.0     0.0    0.0    0.0
79        3.0          0.0      0.0          8.0     37.0   27.0  20170206134122        19.0     1360.0      1814.0  0.0  0.0  0.0  5.0  3.0  0.0  0.0  0.0  0.0      136.0    0.0    0.0    132.0  133.0    0.0     0.0    0.0    0.0
80        3.0          0.0      1.0          0.0     27.0   26.0  20170202165348        17.0     1366.0      1752.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       11.0    0.0    0.0      9.0    0.0    0.0     0.0    0.0    0.0
81        3.0          0.0      0.0          8.0     13.0   13.0  20170101160359        24.0     1536.0      2031.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       28.0    0.0    0.0     23.0    0.0    0.0     0.0    0.0    0.0
82        3.0          1.0      0.0          5.0      6.0    6.0  20161222195317         8.0     1366.0      1915.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        9.0    5.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
83       13.0          0.0      0.0          0.0     27.0   26.0  20181002084158         7.0     1366.0       768.0  0.0  0.0  0.0  3.0  5.0  0.0  0.0  0.0  0.0       51.0    0.0    0.0     47.0    4.0    0.0     0.0    0.0    0.0
84       18.0          0.0      1.0         12.0     38.0   35.0  20181002034418        65.0     1536.0      1617.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       17.0    0.0    0.0     16.0    0.0    0.0     0.0    0.0    0.0
85        0.0          0.0      0.0          8.0     15.0   15.0  20181002024533       114.0     1366.0       768.0  0.0  0.0  0.0  5.0  0.0  0.0  1.0  0.0  0.0       92.0    0.0    0.0     89.0    0.0    0.0    92.0    0.0    0.0
86        1.0          0.0      1.0          1.0     19.0   19.0  20181002010514       136.0     1280.0      1926.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      7.0    0.0    0.0     0.0    0.0    0.0
87       11.0          0.0      0.0          0.0      0.0    0.0  20181001235941        11.0     1366.0      2033.0  0.0  0.0  0.0  5.0  5.0  5.0  5.0  0.0  0.0       34.0    0.0    0.0     32.0   24.0   23.0    32.0    0.0    0.0
88        3.0          0.0      0.0          8.0     13.0   13.0  20180826075814        28.0     1440.0      2029.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       51.0    0.0    0.0      9.0    0.0    0.0     0.0    0.0    0.0
89        3.0          0.0      1.0          6.0     39.0   36.0  20180717204542         9.0     1162.0      1568.0  0.0  0.0  0.0  3.0  3.0  0.0  0.0  0.0  0.0       15.0   11.0    0.0     12.0    9.0    0.0     0.0    0.0    0.0
90       19.0          0.0      0.0          8.0     15.0   15.0  20180622050827        51.0     1280.0       800.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0        9.0    0.0    0.0      9.0    0.0    0.0     0.0    0.0    0.0
91        3.0          1.0      0.0          8.0     40.0   21.0  20180118185700        17.0     1087.0      1690.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0      242.0    0.0    0.0    236.0    0.0    0.0     0.0    0.0    0.0
92        3.0          1.0      0.0          0.0     41.0   37.0  20180118172330        92.0     1070.0      1919.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       27.0    0.0    0.0     27.0    0.0    0.0     0.0    0.0    0.0
93        3.0          1.0      0.0          8.0     32.0   15.0  20180118170225         7.0     1366.0      1744.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       21.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
96        4.0          1.0      0.0          1.0      2.0    2.0  20170224143353        34.0     1280.0      1897.0  0.0  0.0  0.0  3.0  5.0  5.0  1.0  0.0  0.0      182.0    0.0    0.0    181.0  167.0  165.0   181.0    0.0    0.0
97        3.0          0.0      0.0          8.0     15.0   15.0  20170219181122        51.0     1280.0      1765.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       25.0    0.0    0.0     23.0    0.0    0.0     0.0    0.0    0.0
101       3.0          1.0      0.0          1.0     11.0   11.0  20170204192850        15.0     1366.0      1559.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       12.0    0.0    0.0      8.0    0.0    0.0     0.0    0.0    0.0
102       3.0          1.0      0.0          1.0     18.0   18.0  20170203093915         9.0     1920.0      1625.0  0.0  5.0  5.0  5.0  0.0  0.0  0.0  0.0  0.0       21.0   19.0   19.0     15.0    0.0    0.0     0.0    0.0    0.0
103       3.0          0.0      1.0         11.0     42.0   38.0  20170131192620       242.0     1280.0      1798.0  0.0  0.0  0.0  5.0  5.0  0.0  5.0  0.0  0.0       30.0    0.0    0.0     26.0   26.0    0.0    20.0    0.0    0.0
104       3.0          0.0      1.0          3.0     43.0   39.0  20170131150415        27.0     1366.0      1791.0  0.0  1.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       17.0   17.0    0.0     11.0    0.0    0.0     0.0    0.0    0.0
105       3.0          0.0      1.0          1.0     44.0   40.0  20161219223751        21.0     1920.0      1691.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0        8.0    0.0    0.0      8.0    0.0    0.0     4.0    0.0    0.0
106       8.0          0.0      1.0          3.0     10.0   10.0  20181001162911        32.0     1366.0      1851.0  0.0  0.0  0.0  5.0  3.0  3.0  0.0  0.0  0.0        8.0    0.0    0.0      6.0    7.0    7.0     0.0    0.0    0.0
107       1.0          0.0      0.0          6.0     45.0   36.0  20181001155452        16.0     1280.0       800.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       47.0    0.0    0.0     47.0    0.0    0.0     0.0    0.0    0.0
108       9.0          1.0      0.0          5.0     35.0   33.0  20181001131651       182.0     1366.0      1712.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       10.0    0.0    0.0      9.0    0.0    0.0     0.0    0.0    0.0
109      16.0          1.0      0.0          7.0      9.0    9.0  20181001131210        25.0     1366.0      1625.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       63.0    0.0    0.0     56.0    0.0    0.0     0.0    0.0    0.0
110       3.0          1.0      0.0          0.0     30.0   29.0  20180903225435        18.0     1366.0      1719.0  0.0  0.0  0.0  5.0  2.0  0.0  3.0  5.0  5.0      125.0    0.0    0.0    115.0  123.0    0.0   121.0    3.0    3.0
111      20.0          0.0      0.0          9.0     24.0   23.0  20180828091201        13.0     1920.0      1974.0  0.0  0.0  0.0  3.0  3.0  3.0  0.0  0.0  0.0       19.0    0.0    0.0     17.0   10.0    9.0     0.0    0.0    0.0
112       4.0          1.0      0.0          0.0     12.0   12.0  20180702112226        34.0     1366.0      1427.0  0.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0  0.0       68.0    0.0   67.0     53.0    0.0    0.0     0.0    0.0    0.0
114       4.0          0.0      0.0          0.0      7.0    7.0  20180118143610        12.0     1366.0      2321.0  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0       85.0    0.0    0.0     78.0    0.0    0.0     6.0    0.0    0.0
116       3.0          0.0      1.0          8.0     14.0   14.0  20170402194809        21.0     1366.0      1503.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       15.0    0.0    0.0     12.0    0.0    0.0     0.0    0.0    0.0
117       3.0          0.0      0.0          7.0     46.0   22.0  20170322031214        30.0     1536.0      1883.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       38.0    0.0    0.0     36.0    0.0    0.0     0.0    0.0    0.0
119       3.0          0.0      0.0          8.0     21.0   21.0  20170225220009        17.0     1600.0      1691.0  0.0  3.0  0.0  3.0  3.0  3.0  0.0  0.0  0.0       24.0   23.0    0.0      7.0    5.0    5.0     0.0    0.0    0.0
120       3.0          1.0      0.0          8.0     28.0   27.0  20170210171732         8.0     1366.0      1744.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       13.0   13.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
121       3.0          0.0      1.0          6.0     39.0   36.0  20170207193829         8.0     1058.0      1585.0  0.0  5.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0      277.0  276.0    0.0    272.0    0.0    0.0     0.0    0.0    0.0
124       3.0          1.0      0.0          1.0     18.0   18.0  20170104162934        47.0     1280.0      1626.0  0.0  1.0  0.0  0.0  5.0  0.0  5.0  5.0  0.0       24.0   23.0    0.0      0.0   22.0    0.0    22.0   17.0    0.0
125       3.0          0.0      0.0          8.0     13.0   13.0  20170101163258        10.0     1920.0      2029.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0      144.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
127       3.0          1.0      0.0          3.0     31.0   30.0  20161228024530        63.0     1920.0      1666.0  0.0  5.0  0.0  5.0  3.0  5.0  4.0  5.0  2.0       51.0   51.0    0.0     29.0   43.0   42.0    32.0   30.0   41.0
128       3.0          1.0      0.0          1.0     47.0   41.0  20161227212638       125.0     1366.0      1856.0  0.0  3.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0        6.0    3.0    0.0      6.0    1.0    0.0     0.0    0.0    0.0
129       3.0          0.0      1.0          3.0     10.0   10.0  20161227160116        19.0     1280.0      1851.0  0.0  0.0  0.0  2.0  3.0  0.0  5.0  0.0  0.0       10.0    4.0    0.0      9.0    3.0    0.0    10.0    0.0    0.0
130       1.0          0.0      0.0          0.0     36.0   34.0  20181002060720        68.0     1360.0      2150.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        6.0    0.0    0.0      2.0    0.0    0.0     0.0    0.0    0.0
131       9.0          0.0      0.0          0.0      0.0    0.0  20181002000518        64.0     1366.0      2033.0  0.0  1.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       19.0   19.0    0.0      4.0    0.0    0.0     0.0    0.0    0.0
132       1.0          0.0      0.0          0.0     33.0   31.0  20181001170743        85.0     1057.0      2120.0  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0      410.0  349.0    0.0    405.0    0.0    0.0     0.0    0.0    0.0
133      10.0          1.0      0.0          7.0     23.0   22.0  20181001162112        10.0     1680.0      2069.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       16.0    0.0    0.0     14.0    0.0    0.0     0.0    0.0    0.0
134       1.0          0.0      0.0          0.0      7.0    7.0  20181001144525        15.0     1366.0      2321.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      7.0    0.0    0.0     0.0    0.0    0.0
135      10.0          0.0      1.0          3.0     48.0   42.0  20181001141300        38.0     1920.0      2177.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       77.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
