      country  ad_position  ad_type  ad_category  serp_id  query          log_id  time_spent  doc_width  doc_height    0    1    2    3    4    5    6    7    8          0      1      2        3      4      5       6      7      8
258       8.0          0.0      0.0          6.0     45.0   36.0  20181001162244        32.0     1600.0       900.0  0.0  3.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        8.0    5.0    0.0      2.0    0.0    0.0     0.0    0.0    0.0
259      28.0          0.0      0.0          8.0     13.0   13.0  20181001144353        37.0     1366.0      2029.0  0.0  0.0  0.0  5.0  5.0  0.0  5.0  0.0  0.0      183.0    0.0    0.0    181.0   21.0    0.0    12.0    0.0    0.0
260       3.0          0.0      1.0          5.0     34.0   32.0  20180909061342       174.0     1280.0      1893.0  0.0  0.0  0.0  3.0  0.0  0.0  2.0  0.0  0.0       24.0    0.0    0.0     23.0    0.0    0.0    15.0    0.0    0.0
262      29.0          1.0      0.0          3.0     31.0   30.0  20180806200911       120.0     1600.0      1666.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       19.0    0.0    0.0     18.0    0.0    0.0     0.0    0.0    0.0
263      24.0          1.0      0.0          8.0     32.0   15.0  20180721222011        19.0     1366.0      1744.0  0.0  3.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0       45.0   40.0   45.0      0.0    0.0    0.0     0.0    0.0    0.0
264      24.0          1.0      0.0          3.0     31.0   30.0  20180721071401        37.0     1366.0      1679.0  0.0  0.0  0.0  3.0  5.0  0.0  5.0  4.0  0.0       40.0    0.0    0.0     26.0   27.0    0.0    37.0   27.0    0.0
265       3.0          0.0      0.0          0.0      0.0    0.0  20180715140342       111.0     1261.0      2068.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      5.0    0.0    0.0     0.0    0.0    0.0
266       3.0          0.0      0.0          8.0     56.0   49.0  20180126115007        13.0     1024.0       768.0  0.0  5.0  3.0  3.0  0.0  0.0  0.0  0.0  0.0       13.0    6.0    3.0     12.0    0.0    0.0     0.0    0.0    0.0
267       3.0          0.0      0.0          0.0     51.0   29.0  20180118142514         9.0     1366.0      1680.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       14.0    0.0    0.0     13.0    0.0    0.0     0.0    0.0    0.0
268       3.0          0.0      0.0          0.0     51.0   29.0  20170425140934        34.0     1259.0      1671.0  0.0  1.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       25.0   25.0    0.0     23.0    0.0    0.0     0.0    0.0    0.0
269       3.0          0.0      1.0          8.0     14.0   14.0  20170403023219        32.0     1366.0      1503.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        8.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
270       4.0          0.0      1.0          0.0     33.0   31.0  20170315182009        17.0     1058.0      2064.0  0.0  5.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        7.0    4.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
271       4.0          1.0      0.0          1.0     18.0   18.0  20170305124208        10.0     1280.0      1644.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0      150.0    0.0    0.0    150.0    0.0    0.0   149.0    0.0    0.0
273       3.0          0.0      1.0          3.0     31.0   30.0  20170213165221        64.0     1366.0      1809.0  0.0  0.0  0.0  3.0  3.0  0.0  5.0  4.0  0.0       97.0    0.0    0.0     94.0   46.0    0.0    54.0   46.0    0.0
275       3.0          1.0      0.0          5.0     35.0   33.0  20170203191136       103.0     1366.0      1709.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0      170.0    0.0    0.0    167.0    0.0    0.0     0.0    0.0    0.0
276       3.0          1.0      0.0          1.0     47.0   41.0  20170131213836        15.0     1920.0      1843.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       38.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
277       3.0          0.0      1.0          1.0      1.0    1.0  20161230010738        33.0     1366.0      1844.0  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       17.0    7.0    0.0      1.0    0.0    0.0     0.0    0.0    0.0
278       3.0          1.0      0.0          1.0     11.0   11.0  20161229071205        57.0     1920.0      1549.0  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0       10.0    0.0    0.0      2.0    0.0    0.0     2.0    0.0    0.0
279       3.0          0.0      1.0          3.0     43.0   39.0  20161224030727        16.0     1600.0      1791.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       27.0    0.0    0.0      2.0    0.0    0.0     0.0    0.0    0.0
281       1.0          0.0      1.0          8.0     32.0   15.0  20181002003319       407.0     1366.0      1923.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       52.0    0.0    0.0     46.0    0.0    0.0     0.0    0.0    0.0
282       1.0          1.0      0.0          0.0     12.0   12.0  20181001200811        22.0     1366.0      1427.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  4.0  0.0       68.0    0.0    0.0     60.0    0.0    0.0    64.0   61.0    0.0
283       1.0          1.0      0.0          4.0     55.0   48.0  20181001153348        85.0     1070.0      1865.0  0.0  0.0  0.0  5.0  0.0  0.0  1.0  0.0  4.0       31.0    0.0    0.0      5.0    0.0    0.0    31.0    0.0   22.0
284       1.0          1.0      0.0          1.0     18.0   18.0  20181001133256        80.0     1366.0      1625.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       12.0    0.0    0.0     11.0    0.0    0.0     0.0    0.0    0.0
285       1.0          0.0      1.0          1.0     44.0   40.0  20181001132946        11.0     1366.0      1964.0  0.0  5.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0       11.0    0.0   11.0      0.0    0.0    0.0     0.0    0.0    0.0
286      30.0          0.0      1.0          3.0     43.0   39.0  20181001130845        62.0     1366.0      1791.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0       38.0    0.0    0.0     30.0    0.0    0.0    11.0    0.0    0.0
287       3.0          0.0      1.0          5.0      6.0    6.0  20180927102617         6.0     1920.0      1080.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       21.0    0.0    0.0     21.0    0.0    0.0     0.0    0.0    0.0
288       3.0          0.0      1.0          5.0      6.0    6.0  20180927084559         8.0     1280.0      2099.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       25.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
289       3.0          0.0      1.0          8.0     14.0   14.0  20180901182946        13.0     1920.0      1514.0  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0       15.0    0.0    0.0     13.0    0.0    0.0    11.0    0.0    0.0
290      29.0          0.0      1.0          7.0     17.0   17.0  20180823094635         8.0     1366.0      1835.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       56.0    0.0    0.0     27.0    0.0    0.0     0.0    0.0    0.0
292       6.0          1.0      0.0          0.0     41.0   37.0  20180717045934       183.0     1680.0      1921.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       21.0    0.0    0.0     13.0    0.0    0.0     0.0    0.0    0.0
293       4.0          1.0      0.0          5.0      6.0    6.0  20180709214749        24.0     1366.0      1915.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       14.0   14.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
296       3.0          1.0      0.0          7.0      9.0    9.0  20170326180613         6.0     1366.0      1625.0  0.0  1.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       20.0   20.0    0.0      7.0   19.0    0.0     0.0    0.0    0.0
297       3.0          0.0      0.0          6.0     45.0   36.0  20170319001225        19.0     1280.0      1685.0  0.0  0.0  5.0  5.0  3.0  5.0  0.0  0.0  0.0      108.0    0.0  108.0     84.0   95.0  106.0     0.0    0.0    0.0
298       3.0          1.0      0.0          0.0     12.0   12.0  20170313183943        45.0     1070.0      1427.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       37.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
300       4.0          0.0      0.0          8.0     37.0   27.0  20170222152650        40.0     1366.0      1814.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0      137.0    0.0    0.0    129.0    0.0    0.0     0.0    0.0    0.0
301       3.0          1.0      0.0          1.0     11.0   11.0  20170212020414         7.0     1366.0      1571.0  0.0  0.0  0.0  3.0  0.0  0.0  5.0  0.0  0.0       47.0    0.0    0.0     39.0    0.0    0.0    22.0    0.0    0.0
302       3.0          1.0      0.0          1.0     47.0   41.0  20170210120835        13.0     1366.0      1843.0  0.0  5.0  0.0  3.0  3.0  3.0  0.0  0.0  0.0      101.0   99.0    0.0    101.0   94.0   94.0     0.0    0.0    0.0
303       3.0          1.0      0.0          3.0     31.0   30.0  20170208145200        14.0     1360.0      1666.0  0.0  5.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       13.0   12.0    0.0      5.0   12.0    0.0     0.0    0.0    0.0
304       3.0          0.0      1.0          4.0      5.0    5.0  20170202022829        25.0     1920.0      2033.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       19.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
305       3.0          0.0      1.0          5.0      6.0    6.0  20170201071246         8.0     1366.0      2063.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0        9.0    0.0    0.0      8.0    0.0    0.0     3.0    0.0    0.0
307       3.0          0.0      1.0         13.0     54.0   47.0  20161227174244         7.0     1366.0      1709.0  0.0  1.0  3.0  5.0  5.0  0.0  5.0  0.0  0.0       23.0   23.0   22.0     15.0   17.0    0.0    13.0    0.0    0.0
308       3.0          0.0      0.0          8.0     56.0   49.0  20161222191017       150.0     1280.0      1545.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      7.0    0.0    0.0     0.0    0.0    0.0
309       1.0          0.0      1.0          1.0     19.0   19.0  20181002013112        73.0     1280.0      1926.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       20.0    0.0    0.0     20.0    0.0    0.0     0.0    0.0    0.0
310       1.0          0.0      0.0          0.0      7.0    7.0  20181001210550        97.0     1280.0      2375.0  0.0  1.0  0.0  3.0  5.0  0.0  4.0  3.0  0.0       25.0   25.0    0.0      2.0   24.0    0.0    12.0   23.0    0.0
311      31.0          0.0      0.0          0.0     27.0   26.0  20181001190817        21.0     1440.0      2058.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       12.0    0.0    0.0      2.0    0.0    0.0     0.0    0.0    0.0
312       1.0          1.0      0.0          1.0     47.0   41.0  20181001174255       170.0     1366.0      1843.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0       99.0    0.0    0.0     99.0    0.0    0.0    83.0    0.0    0.0
313       1.0          0.0      1.0         11.0     57.0   50.0  20181001173135        38.0     1070.0      1646.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        6.0    0.0    0.0      3.0    0.0    0.0     0.0    0.0    0.0
314       1.0          1.0      0.0          4.0     55.0   48.0  20181001140011        17.0     1280.0      1865.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0      140.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
315      18.0          1.0      0.0          1.0     44.0   40.0  20181001134936        10.0     1366.0      1888.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       19.0    0.0    0.0     17.0    0.0    0.0     0.0    0.0    0.0
316      22.0          0.0      1.0          0.0     33.0   31.0  20181001133613        27.0     1440.0      2066.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0        8.0    0.0    0.0      8.0    0.0    0.0     0.0    0.0    0.0
318       1.0          1.0      0.0          1.0     19.0   19.0  20181001131036        12.0     1070.0      1539.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       71.0    0.0    0.0     68.0    0.0    0.0     0.0    0.0    0.0
319       3.0          1.0      0.0          8.0     40.0   21.0  20180906171016        52.0     1070.0      1660.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       18.0    0.0    0.0     18.0    0.0    0.0     0.0    0.0    0.0
320       3.0          0.0      1.0          6.0     39.0   36.0  20180718011718        68.0     1366.0      1568.0  0.0  5.0  5.0  5.0  3.0  5.0  5.0  0.0  0.0      113.0   38.0   44.0    109.0   51.0   48.0     6.0    0.0    0.0
321       4.0          1.0      0.0          0.0     41.0   37.0  20180716223610        31.0     1280.0      1925.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  5.0  0.0       22.0    0.0    0.0     19.0    0.0    0.0    18.0   17.0    0.0
322       3.0          1.0      0.0          5.0      6.0    6.0  20180707041151        12.0     1600.0      1915.0  0.0  3.0  3.0  3.0  5.0  5.0  0.0  0.0  0.0       79.0   68.0   22.0      5.0   22.0   11.0     0.0    0.0    0.0
324       4.0          1.0      0.0         10.0     25.0   24.0  20180126091503        11.0     1366.0       768.0  0.0  0.0  0.0  5.0  5.0  3.0  0.0  0.0  0.0      100.0    0.0    0.0     98.0   53.0   52.0     0.0    0.0    0.0
325       4.0          0.0      0.0          0.0      0.0    0.0  20180119005822        38.0     1280.0      2033.0  0.0  0.0  0.0  5.0  5.0  0.0  5.0  0.0  0.0       46.0    0.0    0.0     46.0   44.0    0.0    42.0    0.0    0.0
326       3.0          0.0      1.0          1.0     29.0   28.0  20180118135733        21.0     1280.0      1806.0  0.0  3.0  5.0  0.0  0.0  0.0  0.0  0.0  0.0       18.0    4.0    7.0      0.0    0.0    0.0     0.0    0.0    0.0
327       3.0          0.0      0.0          0.0     51.0   29.0  20170404115416        25.0     1366.0      1680.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       17.0    0.0    0.0     16.0    0.0    0.0     0.0    0.0    0.0
328       4.0          0.0      1.0          3.0     48.0   42.0  20170224093115        15.0     1152.0      2189.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       12.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
329       3.0          1.0      0.0          1.0     47.0   41.0  20170222235356        56.0     1366.0      1843.0  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0       19.0    0.0    0.0     18.0    0.0    0.0    17.0    0.0    0.0
330       3.0          0.0      0.0          0.0     49.0   43.0  20170220005551        39.0     1366.0      1831.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       17.0   19.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
332       3.0          0.0      0.0          0.0     51.0   29.0  20170217042632        21.0     1366.0      1691.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       24.0    0.0    0.0     22.0    0.0    0.0     0.0    0.0    0.0
333       3.0          1.0      0.0          3.0     31.0   30.0  20170214214354        14.0     1920.0      1764.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       20.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
334       3.0          1.0      0.0          1.0     50.0   44.0  20170214164933        35.0     1366.0      1779.0  0.0  5.0  0.0  3.0  5.0  0.0  0.0  0.0  0.0       35.0    0.0    0.0     33.0    2.0    0.0     0.0    0.0    0.0
337       3.0          0.0      1.0         13.0     54.0   47.0  20170204213108        58.0     1920.0      1709.0  0.0  0.0  0.0  1.0  3.0  0.0  0.0  0.0  0.0       23.0    0.0    0.0     23.0   18.0    0.0     0.0    0.0    0.0
338       3.0          0.0      1.0          2.0     52.0   45.0  20170203022548        20.0     1920.0      2009.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       20.0   19.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
339       3.0          0.0      0.0          8.0     21.0   21.0  20161231163237       108.0     1366.0      1681.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       39.0    0.0    0.0     38.0    0.0    0.0     0.0    0.0    0.0
340       3.0          1.0      0.0          5.0      6.0    6.0  20161224212503        37.0     1920.0      1931.0  0.0  3.0  3.0  3.0  3.0  0.0  0.0  0.0  0.0      102.0   10.0  100.0     31.0  100.0    0.0     0.0    0.0    0.0
341       3.0          0.0      1.0          0.0     27.0   26.0  20161223005515        77.0     1920.0      1752.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       32.0    0.0    0.0     32.0    0.0    0.0     0.0    0.0    0.0
342       1.0          1.0      0.0          8.0     28.0   27.0  20181002105316       137.0     1280.0      1744.0  0.0  0.0  0.0  5.0  5.0  1.0  5.0  3.0  0.0       23.0    0.0    0.0      3.0   21.0   23.0     3.0   21.0    0.0
344       1.0          0.0      1.0          8.0     40.0   21.0  20181001213102        47.0     1058.0      1772.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
346       1.0          1.0      0.0          1.0     50.0   44.0  20181001174858       101.0     1070.0      1778.0  0.0  1.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       24.0   23.0    0.0     15.0    0.0    0.0     0.0    0.0    0.0
347       1.0          0.0      0.0          0.0     51.0   29.0  20181001142510        13.0     1366.0      1680.0  0.0  5.0  1.0  5.0  3.0  5.0  0.0  0.0  0.0       12.0    9.0   12.0      8.0    4.0    5.0     0.0    0.0    0.0
348       1.0          0.0      0.0          0.0      0.0    0.0  20181001134531        19.0     1058.0      2033.0  0.0  0.0  0.0  3.0  5.0  1.0  0.0  0.0  0.0       33.0   32.0    0.0     28.0   31.0   33.0     0.0    0.0    0.0
349       3.0          0.0      0.0          0.0     27.0   26.0  20180911035249         9.0     1280.0      2058.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       12.0    0.0    0.0     10.0    0.0    0.0     0.0    0.0    0.0
350       3.0          1.0      0.0          3.0     31.0   30.0  20180721050758        13.0     1600.0      1679.0  0.0  3.0  0.0  5.0  5.0  0.0  5.0  0.0  0.0      103.0   84.0    0.0    103.0   73.0    0.0    79.0    0.0    0.0
351       3.0          0.0      1.0          0.0      0.0    0.0  20180701202538        23.0     1920.0      1916.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  0.0  0.0      210.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
352       3.0          0.0      0.0          0.0     20.0   20.0  20170425201624         7.0     1366.0      1907.0  0.0  5.0  5.0  3.0  5.0  3.0  5.0  5.0  5.0       67.0   64.0   64.0     31.0   41.0   63.0    47.0   46.0   51.0
354       3.0          0.0      0.0          6.0     45.0   36.0  20170228003854        20.0     1280.0      1685.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0      161.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
356       3.0          0.0      0.0          0.0      0.0    0.0  20170225025544        25.0     1366.0      2033.0  0.0  5.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0        7.0    5.0    0.0      1.0    0.0    0.0     0.0    0.0    0.0
358       3.0          0.0      1.0          8.0     40.0   21.0  20170214053800        12.0     1920.0      1785.0  0.0  0.0  0.0  5.0  3.0  0.0  0.0  0.0  0.0       54.0    0.0    0.0     50.0   45.0    0.0     0.0    0.0    0.0
359       3.0          0.0      0.0          0.0     27.0   26.0  20170213160404        99.0     1074.0      2068.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0       20.0   19.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
360       3.0          0.0      0.0          0.0     27.0   26.0  20170213153906         6.0     1058.0      2033.0  0.0  5.0  0.0  5.0  5.0  0.0  5.0  0.0  0.0      236.0  230.0    0.0    227.0    5.0    0.0   226.0    0.0    0.0
361       3.0          0.0      0.0          0.0     33.0   31.0  20170209124436       140.0     1366.0      2111.0  0.0  0.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       23.0    0.0    0.0     21.0   19.0    0.0     0.0    0.0    0.0
364       3.0          1.0      0.0         10.0     25.0   24.0  20170131162805        19.0     1920.0      1613.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        8.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
365       3.0          0.0      1.0          3.0     58.0   51.0  20170131124146         8.0     1920.0      2397.0  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0        7.0    0.0    0.0      4.0    0.0    0.0     4.0    0.0    0.0
366       3.0          0.0      0.0          0.0     20.0   20.0  20170104203432        28.0     1366.0      1907.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0     2616.0    0.0    0.0     16.0    0.0    0.0     0.0    0.0    0.0
367      30.0          1.0      0.0          7.0     17.0   17.0  20181002100150        71.0     1360.0      1691.0  0.0  0.0  0.0  3.0  3.0  0.0  0.0  0.0  0.0      240.0    0.0    0.0    123.0  123.0    0.0     0.0    0.0    0.0
368      27.0          1.0      0.0          1.0     50.0   44.0  20181001172311        18.0     1366.0      1778.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       22.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
371       1.0          0.0      1.0          3.0     48.0   42.0  20181001144425       113.0     1152.0      2195.0  0.0  0.0  5.0  3.0  3.0  3.0  0.0  0.0  0.0       34.0    0.0   33.0     32.0   32.0   32.0     0.0    0.0    0.0
372       1.0          1.0      0.0          1.0     18.0   18.0  20181001141601        22.0     1366.0      1883.0  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0       17.0    0.0    0.0     16.0    0.0    0.0    17.0    0.0    0.0
373       4.0          0.0      0.0          4.0      5.0    5.0  20180827185109        79.0     1600.0      2098.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       12.0    0.0    0.0     10.0    0.0    0.0     0.0    0.0    0.0
374      19.0          1.0      0.0         10.0     25.0   24.0  20180719220434       160.0     1920.0      1080.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       20.0    0.0    0.0     18.0    0.0    0.0     0.0    0.0    0.0
376       3.0          0.0      1.0          0.0      0.0    0.0  20180630235453       100.0     1088.0      1926.0  0.0  1.0  0.0  0.0  5.0  0.0  5.0  5.0  5.0       68.0   68.0    0.0      0.0   63.0    0.0    28.0   63.0   62.0
377       3.0          1.0      0.0          0.0     30.0   29.0  20180126015723        46.0     1920.0      1566.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       27.0    0.0    0.0     23.0    0.0    0.0     0.0    0.0    0.0
378       6.0          0.0      0.0          0.0      7.0    7.0  20180118214408        18.0     1920.0      2316.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0        9.0    0.0    0.0      0.0    0.0    0.0     0.0    0.0    0.0
379       3.0          0.0      1.0          3.0     31.0   30.0  20180118214038        17.0     1366.0      1809.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       33.0    0.0    0.0     33.0    0.0    0.0     0.0    0.0    0.0
383       3.0          0.0      1.0          1.0     19.0   19.0  20170303074724        12.0     1920.0      1926.0  0.0  1.0  0.0  5.0  5.0  0.0  5.0  5.0  0.0       49.0   49.0    0.0     11.0   46.0    0.0    45.0   43.0    0.0
386       3.0          1.0      0.0          7.0     23.0   22.0  20161224212013        19.0     1440.0      1599.0  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       19.0   16.0    0.0     11.0    0.0    0.0     0.0    0.0    0.0
388       1.0          0.0      1.0          8.0     32.0   15.0  20181001235501        19.0     1366.0      1923.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       11.0    0.0    0.0      1.0    0.0    0.0     0.0    0.0    0.0
389       9.0          1.0      0.0          5.0      6.0    6.0  20181001234643        23.0     1366.0      1915.0  0.0  0.0  0.0  1.0  0.0  0.0  0.0  0.0  0.0       29.0    0.0    0.0     29.0    0.0    0.0     0.0    0.0    0.0
390      32.0          0.0      1.0          3.0     59.0   52.0  20181001224736        24.0     1366.0      1772.0  0.0  1.0  0.0  5.0  5.0  0.0  0.0  0.0  0.0       30.0   30.0    0.0     10.0   26.0    0.0     0.0    0.0    0.0
391      33.0          0.0      1.0          7.0     23.0   22.0  20181001203725        20.0     1366.0      1711.0  0.0  5.0  3.0  0.0  0.0  0.0  0.0  0.0  0.0       51.0   23.0   22.0      0.0    0.0    0.0     0.0    0.0    0.0
392       1.0          0.0      1.0          5.0     35.0   33.0  20181001143436        35.0     1366.0      1889.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       62.0    0.0    0.0     11.0    0.0    0.0     0.0    0.0    0.0
393      22.0          1.0      0.0          8.0     32.0   15.0  20181001132525        13.0     1920.0      1744.0  0.0  0.0  0.0  5.0  0.0  0.0  3.0  0.0  0.0       20.0    0.0    0.0     18.0    0.0    0.0    17.0    0.0    0.0
394      27.0          1.0      0.0          5.0     35.0   33.0  20181001132155        32.0     1280.0      1714.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       23.0    0.0    0.0     21.0    0.0    0.0     0.0    0.0    0.0
395      27.0          0.0      1.0          3.0     43.0   39.0  20181001130631        23.0     1280.0      1793.0  0.0  5.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       46.0   41.0    0.0     43.0    0.0    0.0     0.0    0.0    0.0
396       3.0          1.0      0.0          0.0     30.0   29.0  20180904001530        20.0     1920.0      1566.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       25.0    0.0    0.0     24.0    0.0    0.0     0.0    0.0    0.0
398       3.0          1.0      0.0          7.0      9.0    9.0  20180704083815        39.0     1070.0      1625.0  0.0  0.0  0.0  5.0  0.0  0.0  0.0  0.0  0.0       12.0    0.0    0.0      4.0    0.0    0.0     0.0    0.0    0.0
399       6.0          0.0      0.0          0.0      7.0    7.0  20180118112213       102.0     1440.0      2321.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0        7.0    0.0    0.0      5.0    0.0    0.0     0.0    0.0    0.0
400       4.0          0.0      1.0          0.0      0.0    0.0  20170406221746        32.0     1280.0      1916.0  0.0  0.0  0.0  5.0  0.0  0.0  5.0  5.0  0.0       39.0    0.0    0.0     38.0    0.0    0.0    34.0   13.0    0.0
401       3.0          0.0      0.0          8.0     21.0   21.0  20170225141901        23.0     1280.0      1680.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       29.0    0.0    0.0     29.0    0.0    0.0     0.0    0.0    0.0
402       3.0          1.0      0.0          1.0     44.0   40.0  20170218032931        14.0     1920.0      1893.0  0.0  0.0  0.0  3.0  0.0  0.0  3.0  0.0  0.0       40.0    0.0    0.0     28.0    0.0    0.0     5.0    0.0    0.0
404       3.0          0.0      0.0          0.0      7.0    7.0  20170211033752         7.0     1600.0      2321.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       29.0    0.0    0.0     28.0    0.0    0.0     0.0    0.0    0.0
405       3.0          0.0      0.0          9.0     24.0   23.0  20170207040734        34.0     1058.0      1963.0  0.0  0.0  0.0  3.0  0.0  0.0  0.0  0.0  0.0       63.0    0.0    0.0     54.0    0.0    0.0     0.0    0.0    0.0
406       3.0          0.0      1.0          8.0     32.0   15.0  20170204235729        24.0     1366.0      1923.0  0.0  0.0  0.0  5.0  0.0  0.0  3.0  0.0  0.0      118.0    0.0    0.0    115.0    0.0    0.0   114.0    0.0    0.0
