cursor timestamp xpos ypos event xpath attrs extras
0 1529779795824 0 0 load / {} {}
0 1529779798340 394 177 mouseover //*[@id='rso']/div[1]/div[1]/div/div/div/span {} {"topRight":853,"topLeft":402,"bottomRight":992,"bottomLeft":646,"middle":661,"inTarget":false}
0 1529779798507 416 204 mouseover //*[@id='rso']/div[1]/div[1]/div/div/div/div[2] {} {"topRight":834,"topLeft":387,"bottomRight":959,"bottomLeft":612,"middle":631,"inTarget":false}
0 1529779798657 493 238 mousemove //*[@id='rso']/div[1]/div[2]/div/h3 {} {"topRight":763,"topLeft":325,"bottomRight":876,"bottomLeft":539,"middle":548,"inTarget":false}
0 1529779803956 541 237 mousemove //*[@id='rso']/div[1]/div[2]/div/h3 {} {"topRight":715,"topLeft":281,"bottomRight":835,"bottomLeft":515,"middle":502,"inTarget":false}
0 1529779804106 1089 161 mouseover //*[@id='rhs_block']/div/div/div[4]/div[1]/div[2]/div[1] {} {"topRight":164,"topLeft":304,"bottomRight":549,"bottomLeft":606,"middle":247,"inTarget":true}
0 1529779804257 1316 134 mousemove //*[@id='cnt'] {} {"topRight":77,"topLeft":527,"bottomRight":559,"bottomLeft":764,"middle":398,"inTarget":false}
0 1529779804456 1322 127 mousemove //*[@id='cnt'] {} {"topRight":81,"topLeft":532,"bottomRight":566,"bottomLeft":773,"middle":407,"inTarget":false}
0 1529779804606 1342 97 mouseover //*[@id='slim_appbar'] {} {"topRight":98,"topLeft":552,"bottomRight":599,"bottomLeft":809,"middle":442,"inTarget":false}
0 1529779805362 1354 86 mousedown /html {} {"topRight":112,"topLeft":564,"bottomRight":612,"bottomLeft":825,"middle":459,"inTarget":false}
0 1529779805855 0 0 scroll / {} {}
0 1529779808657 0 0 scroll / {} {}
0 1529779808822 0 0 scroll / {} {}
0 1529779808988 0 0 scroll / {} {}
0 1529779809138 0 0 scroll / {} {}
0 1529779810038 0 0 scroll / {} {}
0 1529779810189 0 0 scroll / {} {}
0 1529779810340 0 0 scroll / {} {}
0 1529779810787 0 0 scroll / {} {}
0 1529779810938 0 0 scroll / {} {}
0 1529779811821 0 0 scroll / {} {}
0 1529779811971 0 0 scroll / {} {}
0 1529779812588 0 0 scroll / {} {}
0 1529779812844 1361 395 mouseup /html {} {"topRight":312,"topLeft":640,"bottomRight":315,"bottomLeft":642,"middle":344,"inTarget":false}
0 1529779813024 1350 395 mousemove /html {} {"topRight":308,"topLeft":630,"bottomRight":312,"bottomLeft":632,"middle":333,"inTarget":false}
0 1529779813189 620 418 mousemove //*[@id='rso']/div[1]/div[3]/div/div/div/div[2] {} {"topRight":698,"topLeft":355,"bottomRight":680,"bottomLeft":319,"middle":398,"inTarget":false}
0 1529779813588 576 417 mouseover //*[@id='rso']/div[1]/div[3]/div/div/div/div[2] {} {"topRight":737,"topLeft":378,"bottomRight":721,"bottomLeft":345,"middle":441,"inTarget":false}
0 1529779813757 472 359 mouseover //*[@id='rso']/div[1] {} {"topRight":812,"topLeft":406,"bottomRight":839,"bottomLeft":458,"middle":546,"inTarget":false}
0 1529779813908 463 356 mousemove //*[@id='rso']/div[1] {} {"topRight":820,"topLeft":412,"bottomRight":849,"bottomLeft":466,"middle":556,"inTarget":false}
0 1529779814091 463 356 mousemove //*[@id='rso']/div[1] {} {"topRight":820,"topLeft":412,"bottomRight":849,"bottomLeft":466,"middle":556,"inTarget":false}
0 1529779814241 475 374 mousemove //*[@id='rso']/div[1]/div[3]/div/h3/a {} {"topRight":814,"topLeft":414,"bottomRight":831,"bottomLeft":445,"middle":542,"inTarget":false}
0 1529779814873 475 374 mousedown //*[@id='rso']/div[1]/div[3]/div/h3/a {} {"topRight":814,"topLeft":414,"bottomRight":831,"bottomLeft":445,"middle":542,"inTarget":false}
0 1529779815006 475 374 mouseup //*[@id='rso']/div[1]/div[3]/div/h3/a {} {"topRight":814,"topLeft":414,"bottomRight":831,"bottomLeft":445,"middle":542,"inTarget":false}
0 1529779815006 475 374 click //*[@id='rso']/div[1]/div[3]/div/h3/a {} {"topRight":814,"topLeft":414,"bottomRight":831,"bottomLeft":445,"middle":542,"inTarget":false}
0 1529779815008 0 0 beforeunload / {} {}
0 1529779815138 0 0 unload / {} {}
