cursor timestamp xpos ypos event xpath attrs extras
0 1482715216789 0 0 load / {} {}
0 1482715220378 0 0 focus / {} {}
0 1482715220773 561 20 mouseover //*[@id='lst-ib'] {} {"topRight":200,"topLeft":440,"bottomRight":323,"bottomLeft":508,"middle":213,"inTarget":false}
0 1482715220923 614 487 mouseover //*[@id='rso']/div[1]/div[3]/div/h3 {} {"topRight":408,"topLeft":621,"bottomRight":239,"bottomLeft":526,"middle":344,"inTarget":false}
0 1482715221665 617 495 mousemove //*[@id='rso']/div[1]/div[3]/div/h3 {} {"topRight":415,"topLeft":629,"bottomRight":245,"bottomLeft":532,"middle":352,"inTarget":false}
0 1482715221818 482 178 mousemove //*[@id='tads']/ol/li/div[3] {} {"topRight":273,"topLeft":362,"bottomRight":283,"bottomLeft":370,"middle":48,"inTarget":true}
0 1482715221969 517 247 mousemove //*[@id='tads']/ol/li/ul {} {"topRight":270,"topLeft":416,"bottomRight":230,"bottomLeft":391,"middle":97,"inTarget":true}
0 1482715222578 0 0 scroll / {} {}
0 1482715222732 0 0 scroll / {} {}
0 1482715222896 0 0 scroll / {} {}
0 1482715223079 0 0 scroll / {} {}
0 1482715223231 590 509 mouseover //*[@id='rso']/div[1]/div[3]/div/div/div/div/div {} {"topRight":437,"topLeft":617,"bottomRight":271,"bottomLeft":513,"middle":352,"inTarget":false}
0 1482715224047 590 509 mousemove //*[@id='rso']/div[1]/div[3]/div/div/div/div/div {} {"topRight":437,"topLeft":617,"bottomRight":271,"bottomLeft":513,"middle":352,"inTarget":false}
0 1482715224197 343 289 mousemove //*[@id='center_col'] {} {"topRight":443,"topLeft":286,"bottomRight":401,"bottomLeft":215,"middle":134,"inTarget":false}
0 1482715224486 336 286 mouseover //*[@id='center_col'] {} {"topRight":448,"topLeft":279,"bottomRight":408,"bottomLeft":208,"middle":137,"inTarget":false}
0 1482715224640 352 312 mousemove //*[@id='rso']/div[1]/div[1]/div/h3 {} {"topRight":446,"topLeft":308,"bottomRight":393,"bottomLeft":226,"middle":146,"inTarget":false}
0 1482715224848 355 316 mousemove //*[@id='rso']/div[1]/div[1]/div/div/div/div {} {"topRight":445,"topLeft":313,"bottomRight":390,"bottomLeft":229,"middle":147,"inTarget":false}
0 1482715225000 346 302 mousemove //*[@id='rso']/div[1]/div[1]/div/h3/a {} {"topRight":446,"topLeft":297,"bottomRight":398,"bottomLeft":219,"middle":141,"inTarget":false}
0 1482715225358 346 301 mousemove //*[@id='rso']/div[1]/div[1]/div/h3/a {} {"topRight":446,"topLeft":297,"bottomRight":398,"bottomLeft":219,"middle":141,"inTarget":false}
0 1482715226038 346 300 mousedown //*[@id='rso']/div[1]/div[1]/div/h3/a {} {"topRight":445,"topLeft":296,"bottomRight":398,"bottomLeft":218,"middle":140,"inTarget":false}
0 1482715226190 346 300 mouseup //*[@id='rso']/div[1]/div[1]/div/h3/a {} {"topRight":445,"topLeft":296,"bottomRight":398,"bottomLeft":218,"middle":140,"inTarget":false}
0 1482715226191 346 300 click //*[@id='rso']/div[1]/div[1]/div/h3/a {} {"topRight":445,"topLeft":296,"bottomRight":398,"bottomLeft":218,"middle":140,"inTarget":false}
0 1482715226192 0 0 beforeunload / {} {}
0 1482715226470 0 0 unload / {} {}
