cursor timestamp xpos ypos event xpath attrs extras
0 1538416059433 0 0 load / {} {}
0 1538416072221 0 0 focus / {} {}
0 1538416072221 0 0 focus / {} {}
0 1538416072697 525 0 mouseover //*[@id='searchform']/div/div {} {"topRight":242,"topLeft":411,"bottomRight":555,"bottomLeft":647,"middle":321,"inTarget":false}
0 1538416072862 441 207 mouseover //*[@id='tvcap']/div[1]/div/div[2]/div[1]/div[3]/div[1] {} {"topRight":317,"topLeft":329,"bottomRight":428,"bottomLeft":436,"middle":102,"inTarget":true}
0 1538416073379 419 261 mousemove //*[@id='tvcap']/div[1]/div/div[2]/div[1]/div[2]/div[1]/div[2]/div[1] {} {"topRight":358,"topLeft":330,"bottomRight":408,"bottomLeft":384,"middle":50,"inTarget":true}
0 1538416074178 0 0 scroll / {} {}
0 1538416074395 354 534 mouseover //*[@id='center_col'] {} {"topRight":578,"topLeft":484,"bottomRight":389,"bottomLeft":227,"middle":240,"inTarget":false}
0 1538416074632 354 734 mouseover //*[@id='rso']/div[1]/div/table/tbody/tr[2]/td[1]/div/div/div {} {"topRight":738,"topLeft":667,"bottomRight":448,"bottomLeft":317,"middle":433,"inTarget":false}
0 1538416076211 0 0 scroll / {} {}
0 1538416076430 354 234 mouseover //*[@id='tvcap']/div[1]/div/div[2]/div[1]/div[2]/div[1]/div[2]/div[1]/a {} {"topRight":409,"topLeft":260,"bottomRight":477,"bottomLeft":357,"middle":110,"inTarget":true}
0 1538416077262 349 218 mouseover //*[@id='platop1'] {} {"topRight":409,"topLeft":248,"bottomRight":490,"bottomLeft":367,"middle":125,"inTarget":true}
0 1538416077693 0 0 blur / {} {}
0 1538416090088 0 0 focus / {} {}
0 1538416090895 489 0 mouseover //*[@id='searchform']/div/div {} {"topRight":274,"topLeft":376,"bottomRight":570,"bottomLeft":626,"middle":313,"inTarget":false}
0 1538416091060 390 73 mousemove //*[@id='slim_appbar'] {} {"topRight":354,"topLeft":264,"bottomRight":562,"bottomLeft":510,"middle":240,"inTarget":false}
0 1538416091211 215 136 mouseover //*[@id='tvcap']/div[1]/div {} {"topRight":528,"topLeft":92,"bottomRight":647,"bottomLeft":385,"middle":280,"inTarget":true}
0 1538416091361 128 190 mousemove //*[@id='tvcap']/div[1] {} {"topRight":620,"topLeft":84,"bottomRight":693,"bottomLeft":321,"middle":329,"inTarget":false}
0 1538416091512 0 0 scroll / {} {}
0 1538416091744 122 490 mousemove //*[@id='center_col'] {} {"topRight":729,"topLeft":384,"bottomRight":620,"bottomLeft":22,"middle":362,"inTarget":false}
0 1538416091976 0 0 scroll / {} {}
0 1538416092461 0 0 scroll / {} {}
0 1538416092861 0 0 scroll / {} {}
0 1538416093310 0 0 scroll / {} {}
0 1538416093594 0 0 scroll / {} {}
0 1538416093893 0 0 scroll / {} {}
