cursor timestamp xpos ypos event xpath attrs extras
0 1486861697688 0 0 load / {} {}
0 1486861698026 892 402 mousemove //*[@id='rcnt'] {} {"topRight":336,"topLeft":822,"bottomRight":188,"bottomLeft":773,"middle":502,"inTarget":false}
0 1486861698522 835 352 mousemove //*[@id='rcnt'] {} {"topRight":268,"topLeft":751,"bottomRight":112,"bottomLeft":710,"middle":430,"inTarget":false}
0 1486861698683 946 421 mousemove //*[@id='rcnt'] {} {"topRight":379,"topLeft":879,"bottomRight":243,"bottomLeft":829,"middle":559,"inTarget":false}
0 1486861698934 944 423 mousemove //*[@id='rcnt'] {} {"topRight":380,"topLeft":878,"bottomRight":242,"bottomLeft":827,"middle":558,"inTarget":false}
0 1486861699324 1020 468 mousemove //*[@id='rcnt'] {} {"topRight":460,"topLeft":965,"bottomRight":331,"bottomLeft":910,"middle":646,"inTarget":false}
0 1486861701690 1034 470 mousemove //*[@id='rcnt'] {} {"topRight":470,"topLeft":979,"bottomRight":343,"bottomLeft":924,"middle":659,"inTarget":false}
0 1486861702024 1516 719 mousemove //*[@id='cnt'] {} {"topRight":990,"topLeft":1520,"bottomRight":885,"bottomLeft":1454,"middle":1201,"inTarget":false}
0 1486861704275 1590 760 mouseover /html {} {"topRight":1073,"topLeft":1604,"bottomRight":970,"bottomLeft":1537,"middle":1286,"inTarget":false}
0 1486861704277 1590 760 mousedown /html {} {"topRight":1073,"topLeft":1604,"bottomRight":970,"bottomLeft":1537,"middle":1286,"inTarget":false}
0 1486861704433 0 0 scroll / {} {}
0 1486861704584 0 0 scroll / {} {}
0 1486861704748 0 0 scroll / {} {}
0 1486861704898 0 0 scroll / {} {}
0 1486861704953 1590 1084 mouseup /html {} {"topRight":1298,"topLeft":1762,"bottomRight":1163,"bottomLeft":1666,"middle":1458,"inTarget":false}
0 1486861707344 1590 1158 mouseover /html {} {"topRight":1355,"topLeft":1805,"bottomRight":1215,"bottomLeft":1702,"middle":1504,"inTarget":false}
0 1486861707344 1590 1158 mousedown /html {} {"topRight":1355,"topLeft":1805,"bottomRight":1215,"bottomLeft":1702,"middle":1504,"inTarget":false}
0 1486861707498 0 0 scroll / {} {}
0 1486861707649 0 0 scroll / {} {}
0 1486861707800 0 0 scroll / {} {}
0 1486861707952 0 0 scroll / {} {}
0 1486861708094 1589 1538 mouseup /html {} {"topRight":1668,"topLeft":2050,"bottomRight":1510,"bottomLeft":1924,"middle":1772,"inTarget":false}
0 1486861709190 1589 1597 mouseover /html {} {"topRight":1719,"topLeft":2092,"bottomRight":1560,"bottomLeft":1963,"middle":1817,"inTarget":false}
0 1486861709190 1589 1597 mousedown /html {} {"topRight":1719,"topLeft":2092,"bottomRight":1560,"bottomLeft":1963,"middle":1817,"inTarget":false}
0 1486861709349 0 0 scroll / {} {}
0 1486861709499 0 0 scroll / {} {}
0 1486861709649 0 0 scroll / {} {}
0 1486861709799 0 0 scroll / {} {}
0 1486861709886 1589 1946 mouseup /html {} {"topRight":2030,"topLeft":2354,"bottomRight":1863,"bottomLeft":2211,"middle":2098,"inTarget":false}
0 1486861710703 1540 1988 mouseover //*[@id='cnt'] {} {"topRight":2049,"topLeft":2358,"bottomRight":1879,"bottomLeft":2211,"middle":2107,"inTarget":false}
0 1486861711150 894 1683 mousemove //*[@id='rcnt'] {} {"topRight":1590,"topLeft":1759,"bottomRight":1405,"bottomLeft":1593,"middle":1559,"inTarget":false}
0 1486861711301 642 1573 mouseover //*[@id='am-b19'] {} {"topRight":1477,"topLeft":1560,"bottomRight":1291,"bottomLeft":1386,"middle":1395,"inTarget":false}
0 1486861711474 631 1565 mousemove //*[@id='rso']/div[4]/div/div[6]/div/div/div/div/cite {} {"topRight":1469,"topLeft":1549,"bottomRight":1284,"bottomLeft":1374,"middle":1386,"inTarget":false}
0 1486861711635 626 1552 mousemove //*[@id='rso']/div[4]/div/div[6]/div/h3/a {} {"topRight":1457,"topLeft":1535,"bottomRight":1271,"bottomLeft":1360,"middle":1372,"inTarget":false}
0 1486861711843 624 1549 mousemove //*[@id='rso']/div[4]/div/div[6]/div/h3/a {} {"topRight":1454,"topLeft":1532,"bottomRight":1269,"bottomLeft":1357,"middle":1369,"inTarget":false}
0 1486861712183 624 1549 mousedown //*[@id='rso']/div[4]/div/div[6]/div/h3/a {} {"topRight":1454,"topLeft":1532,"bottomRight":1269,"bottomLeft":1357,"middle":1369,"inTarget":false}
0 1486861712268 624 1549 mouseup //*[@id='rso']/div[4]/div/div[6]/div/h3/a {} {"topRight":1454,"topLeft":1532,"bottomRight":1269,"bottomLeft":1357,"middle":1369,"inTarget":false}
0 1486861712269 624 1549 click //*[@id='rso']/div[4]/div/div[6]/div/h3/a {} {"topRight":1454,"topLeft":1532,"bottomRight":1269,"bottomLeft":1357,"middle":1369,"inTarget":false}
0 1486861712272 0 0 beforeunload / {} {}
0 1486861712541 625 1549 mousemove //*[@id='rso']/div[4]/div/div[6]/div/h3/a {} {"topRight":1454,"topLeft":1532,"bottomRight":1269,"bottomLeft":1357,"middle":1369,"inTarget":false}
0 1486861712702 937 1612 mousemove //*[@id='rcnt'] {} {"topRight":1524,"topLeft":1715,"bottomRight":1340,"bottomLeft":1553,"middle":1505,"inTarget":false}
0 1486861712863 0 0 unload / {} {}
