cursor timestamp xpos ypos event xpath attrs extras
0 1486831039855 0 0 load / {} {}
0 1486831040005 852 376 mousemove //*[@id='plarhs3'] {} {"topRight":476,"topLeft":277,"bottomRight":520,"bottomLeft":348,"middle":169,"inTarget":true}
0 1486831040157 678 351 mousemove //*[@id='rso']/div[2]/div/div[1] {} {"topRight":617,"topLeft":269,"bottomRight":675,"bottomLeft":384,"middle":344,"inTarget":false}
0 1486831040309 532 329 mousemove //*[@id='rso'] {} {"topRight":746,"topLeft":341,"bottomRight":811,"bottomLeft":467,"middle":492,"inTarget":false}
0 1486831040462 492 327 mousemove //*[@id='rso'] {} {"topRight":784,"topLeft":371,"bottomRight":848,"bottomLeft":492,"middle":532,"inTarget":false}
0 1486831040773 483 323 mousemove //*[@id='rso'] {} {"topRight":791,"topLeft":376,"bottomRight":857,"bottomLeft":500,"middle":541,"inTarget":false}
0 1486831040941 493 330 mousemove //*[@id='rso'] {} {"topRight":784,"topLeft":372,"bottomRight":845,"bottomLeft":489,"middle":530,"inTarget":false}
0 1486831043237 492 329 mousemove //*[@id='rso'] {} {"topRight":784,"topLeft":372,"bottomRight":847,"bottomLeft":490,"middle":532,"inTarget":false}
0 1486831043390 427 337 mouseover //*[@id='rso']/div[2]/div/div[1] {} {"topRight":849,"topLeft":430,"bottomRight":901,"bottomLeft":526,"middle":595,"inTarget":false}
0 1486831043541 250 364 mousemove //*[@id='rso']/div[2]/div {} {"topRight":1027,"topLeft":598,"bottomRight":1055,"bottomLeft":646,"middle":769,"inTarget":false}
0 1486831043693 89 385 mousemove //*[@id='rhscol'] {} {"topRight":1188,"topLeft":754,"bottomRight":1202,"bottomLeft":776,"middle":928,"inTarget":false}
0 1486831043849 41 394 mousemove //*[@id='rhscol'] {} {"topRight":1237,"topLeft":802,"bottomRight":1246,"bottomLeft":816,"middle":976,"inTarget":false}
0 1486831044000 39 410 mousemove //*[@id='rhscol'] {} {"topRight":1243,"topLeft":810,"bottomRight":1244,"bottomLeft":812,"middle":978,"inTarget":false}
0 1486831044488 53 410 mousemove //*[@id='rhscol'] {} {"topRight":1229,"topLeft":797,"bottomRight":1230,"bottomLeft":799,"middle":964,"inTarget":false}
0 1486831044646 0 46 scroll / {} {}
0 1486831044812 0 130 scroll / {} {}
0 1486831044962 0 204 scroll / {} {}
0 1486831045112 0 283 scroll / {} {}
0 1486831045262 0 335 scroll / {} {}
0 1486831045412 0 379 scroll / {} {}
0 1486831045562 0 436 scroll / {} {}
0 1486831045869 56 864 mousemove //*[@id='rcnt'] {} {"topRight":1409,"topLeft":1055,"bottomRight":1197,"bottomLeft":748,"middle":1062,"inTarget":false}
0 1486831061066 56 862 mousemove //*[@id='rcnt'] {} {"topRight":1408,"topLeft":1054,"bottomRight":1197,"bottomLeft":748,"middle":1061,"inTarget":false}
0 1486831061220 217 533 mouseover //*[@id='rso']/div[2]/div/div[4]/a {} {"topRight":1112,"topLeft":715,"bottomRight":1044,"bottomLeft":602,"middle":809,"inTarget":false}
0 1486831061495 0 456 blur / {} {}
0 1486831073472 0 456 focus / {} {}
0 1486831073815 449 463 mouseover //*[@id='rso']/div[2]/div/div[2]/span {} {"topRight":871,"topLeft":494,"bottomRight":835,"bottomLeft":426,"middle":570,"inTarget":false}
0 1486831073965 284 648 mouseover //*[@id='rso']/div[3]/div/div[1]/div/div/div/div[1]/cite {} {"topRight":1102,"topLeft":741,"bottomRight":963,"bottomLeft":511,"middle":770,"inTarget":false}
0 1486831074122 34 797 mousemove //*[@id='rcnt'] {} {"topRight":1393,"topLeft":1024,"bottomRight":1213,"bottomLeft":760,"middle":1056,"inTarget":false}
0 1486831074344 0 454 scroll / {} {}
0 1486831074494 0 304 scroll / {} {}
0 1486831074644 0 26 scroll / {} {}
0 1486831074931 20 360 mousemove //*[@id='rhscol'] {} {"topRight":1250,"topLeft":811,"bottomRight":1275,"bottomLeft":849,"middle":998,"inTarget":false}
0 1486831075275 20 351 mousemove //*[@id='rhscol'] {} {"topRight":1248,"topLeft":808,"bottomRight":1278,"bottomLeft":853,"middle":999,"inTarget":false}
0 1486831075432 27 339 mousemove //*[@id='rhscol'] {} {"topRight":1239,"topLeft":798,"bottomRight":1275,"bottomLeft":852,"middle":993,"inTarget":false}
