cursor timestamp xpos ypos event xpath attrs extras
0 1482419187285 0 0 focus / {} {}
0 1482419187888 922 1 mouseover //*[@id='searchform']/div/div {} {"topRight":207,"topLeft":801,"bottomRight":367,"bottomLeft":856,"middle":531,"inTarget":false}
0 1482419188039 924 97 mousemove //*[@id='slim_appbar'] {} {"topRight":180,"topLeft":796,"bottomRight":288,"bottomLeft":827,"middle":502,"inTarget":false}
0 1482419188191 924 157 mousemove //*[@id='rcnt'] {} {"topRight":187,"topLeft":798,"bottomRight":244,"bottomLeft":813,"middle":491,"inTarget":false}
0 1482419188344 930 193 mousemove //*[@id='rcnt'] {} {"topRight":205,"topLeft":807,"bottomRight":226,"bottomLeft":812,"middle":494,"inTarget":false}
0 1482419188609 0 0 scroll / {} {}
0 1482419188760 0 0 scroll / {} {}
0 1482419188903 0 0 load / {} {}
0 1482419189060 0 0 scroll / {} {}
0 1482419189212 931 595 mousemove //*[@id='rcnt'] {} {"topRight":524,"topLeft":940,"bottomRight":331,"bottomLeft":848,"middle":625,"inTarget":false}
0 1482419189644 0 0 scroll / {} {}
0 1482419189810 0 0 scroll / {} {}
0 1482419190028 931 895 mousemove //*[@id='rcnt'] {} {"topRight":811,"topLeft":1126,"bottomRight":603,"bottomLeft":986,"middle":842,"inTarget":false}
0 1482419190379 0 0 scroll / {} {}
0 1482419190542 0 0 scroll / {} {}
0 1482419190693 0 0 scroll / {} {}
0 1482419190862 931 1295 mousemove //*[@id='rcnt'] {} {"topRight":1204,"topLeft":1435,"bottomRight":991,"bottomLeft":1262,"middle":1189,"inTarget":false}
0 1482419191777 930 1295 mousemove //*[@id='rcnt'] {} {"topRight":1203,"topLeft":1434,"bottomRight":991,"bottomLeft":1261,"middle":1189,"inTarget":false}
0 1482419191928 820 1133 mousemove //*[@id='rcnt'] {} {"topRight":1030,"topLeft":1238,"bottomRight":815,"bottomLeft":1066,"middle":996,"inTarget":false}
0 1482419192330 0 0 blur / {} {}
