cursor timestamp xpos ypos event xpath attrs extras
0 1538479323671 0 0 load / {} {}
0 1538479323822 867 347 mousemove //*[@id='rcnt'] {} {"topRight":447,"topLeft":253,"bottomRight":389,"bottomLeft":125,"middle":226,"inTarget":false}
0 1538479323973 856 372 mousemove //*[@id='rcnt'] {} {"topRight":470,"topLeft":274,"bottomRight":406,"bottomLeft":140,"middle":253,"inTarget":false}
0 1538479325011 831 338 mousemove //*[@id='rcnt'] {} {"topRight":473,"topLeft":236,"bottomRight":422,"bottomLeft":99,"middle":246,"inTarget":false}
0 1538479325161 835 325 mousemove //*[@id='rcnt'] {} {"topRight":463,"topLeft":224,"bottomRight":415,"bottomLeft":89,"middle":234,"inTarget":false}
0 1538479325603 0 0 blur / {} {}
0 1538479338986 0 0 focus / {} {}
0 1538479342420 300 5 mouseover //*[@id='tsf']/div[2]/div[2] {} {"topRight":948,"topLeft":500,"bottomRight":974,"bottomLeft":547,"middle":737,"inTarget":false}
0 1538479342570 336 152 mousemove //*[@id='rso']/div[1]/div[1]/div/div/div/div[2] {} {"topRight":908,"topLeft":456,"bottomRight":912,"bottomLeft":464,"middle":681,"inTarget":false}
0 1538479343205 338 152 mousemove //*[@id='rso']/div[1]/div[1]/div/div/div/div[2] {} {"topRight":906,"topLeft":454,"bottomRight":910,"bottomLeft":462,"middle":679,"inTarget":false}
0 1538479343674 338 151 mousemove //*[@id='rso']/div[1]/div[1]/div/div/div/div[2] {} {"topRight":906,"topLeft":454,"bottomRight":910,"bottomLeft":462,"middle":679,"inTarget":false}
0 1538479344175 0 0 scroll / {} {}
0 1538479344326 0 0 scroll / {} {}
0 1538479344544 338 595 mouseover //*[@id='uid_2'] {} {"topRight":1029,"topLeft":666,"bottomRight":969,"bottomLeft":570,"middle":797,"inTarget":false}
0 1538479345062 0 0 scroll / {} {}
0 1538479345212 0 0 scroll / {} {}
0 1538479345463 338 150 mousemove //*[@id='rso']/div[1]/div[1]/div/div/div/div[2] {} {"topRight":906,"topLeft":454,"bottomRight":910,"bottomLeft":463,"middle":679,"inTarget":false}
