cursor timestamp xpos ypos event xpath attrs extras
0 1538400943116 0 0 load / {} {}
0 1538400944859 0 0 blur / {} {}
0 1538400974873 0 0 focus / {} {}
0 1538400975189 848 11 mouseover //*[@id='searchform']/div/div {} {"topRight":121,"topLeft":707,"bottomRight":515,"bottomLeft":866,"middle":484,"inTarget":false}
0 1538400975340 560 149 mousemove //*[@id='tads']/ol/li/h3 {} {"topRight":249,"topLeft":411,"bottomRight":450,"bottomLeft":556,"middle":193,"inTarget":true}
0 1538400975507 413 182 mousemove //*[@id='tads']/ol/li/div[2] {} {"topRight":399,"topLeft":269,"bottomRight":522,"bottomLeft":431,"middle":157,"inTarget":true}
0 1538400975673 390 151 mousemove //*[@id='vs0p1c0'] {} {"topRight":419,"topLeft":241,"bottomRight":560,"bottomLeft":444,"middle":195,"inTarget":true}
0 1538400975823 390 149 mousemove //*[@id='vs0p1c0'] {} {"topRight":419,"topLeft":241,"bottomRight":562,"bottomLeft":445,"middle":197,"inTarget":true}
0 1538400975893 390 149 mousedown //*[@id='vs0p1c0'] {} {"topRight":419,"topLeft":241,"bottomRight":562,"bottomLeft":445,"middle":197,"inTarget":true}
0 1538400976018 390 149 mouseup //*[@id='vs0p1c0'] {} {"topRight":419,"topLeft":241,"bottomRight":562,"bottomLeft":445,"middle":197,"inTarget":true}
0 1538400976020 390 149 click //*[@id='vs0p1c0'] {} {"topRight":419,"topLeft":241,"bottomRight":562,"bottomLeft":445,"middle":197,"inTarget":true}
0 1538400976021 0 0 beforeunload / {} {}
0 1538400978411 0 0 unload / {} {}
